"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"151","Base Ventures","Surf Air","3,759,387","venture","2012-06-06","Details",""
"152","Stripes Group","The Black Tux","25,000,000","venture","2015-09-09","Details",""
"153","Quotidian Ventures","Walla.by","1,100,000","seed","2012-08-30","Details","Exited"
"154","Rob Wright","Panjo","1,600,000","seed","2013-07-23","Details",""
"155","Ayaz ul Haque","Instacanv.as","1,700,000","seed","2012-06-29","Details",""
"156","Basset Investment Group","Panjo","4,600,000","venture","2015-11-12","Details",""
"157","SLP Ventures","Walla.by","1,100,000","seed","2012-08-30","Details","Exited"
"158","Andreessen Horowitz","BloomNation","5,550,000","venture","2014-10-07","Details",""
"159","New Enterprise Associates","Surf Air","3,759,387","venture","2012-06-06","Details",""
"160","Mucker Capital","Surf Air","8,000,000","venture","2014-08-07","Details",""
"161","Base Ventures","Surf Air","7,000,000","venture","2013-06-03","Details",""
"162","Mucker Capital","Shopparity","","seed","2014-01-23","Details",""
"163","VegasTechFund","Surf Air","8,000,000","venture","2014-08-07","Details",""
"164","Plus Capital","Surf Air","8,000,000","venture","2014-08-07","Details",""
