"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"371","Canyon Creek Capital","Affinity Networks","500,000","seed","2015-02-10","Details",""
"372","Baroda Ventures","20Jeans","1,000,000","seed","2013-04-18","Details",""
"373","William Morris Endeavor Entertainment,","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"374","Wavemaker Partners","Invested.in","830,000","seed","2012-11-01","Details",""
"375","Amplify.LA","Invested.in","45,000","seed","2011-12-01","Details",""
"376","KEC Ventures","AlphaDraft","5,000,000","seed","2015-05-19","Details","Exited"
"377","Rho West","Bitium","2,400,000","seed","2013-04-17","Details",""
"378","Jarl Mohn","Battlefy","1,300,000","seed","2014-01-14","Details",""
"379","Greycroft Partners","sensay","4,500,000","seed","2016-08-02","Details",""
"380","Sweet Capital Ltd.","sensay","4,500,000","seed","2016-08-02","Details",""
"381","Steve Reich","Invested.in","830,000","seed","2012-11-01","Details",""
"382","Norwest Venture Partners - NVP","sensay","4,500,000","seed","2016-08-02","Details",""
"383","Wavemaker Partners","Affinity Networks","500,000","seed","2015-02-10","Details",""
"384","Gordon Crawford","Invested.in","830,000","seed","2012-11-01","Details",""
"385","Brian Lee","RadPad","1,000,000","seed","2014-03-18","Details","Exited"
"386","Brendan Wallace","RadPad","9,000,000","venture","2015-04-22","Details","Exited"
"387","Scott Siegler","Squabbler","","seed","2013-02-15","Details",""
"388","Altpoint Ventures","RadPad","9,000,000","venture","2015-04-22","Details","Exited"
"389","Rho West","Fama","1,500,000","seed","2015-12-23","Details",""
"390","Sugath Warnakulasuriya","Affinity Networks","500,000","seed","2014-02-20","Details",""
