"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"63","Digital Currency Group","BitPagos","1,200,000","seed","2015-05-26","Details",""
"64","Urizen Ventures I","Verse","1,800,000","seed","2015-08-15","Details",""
"65","Draper Fisher Jurvetson (DFJ)","Lawnmower","","seed","2015-05-05","Details","Exited"
"66","Xavier Niel","Ava","1,800,000","seed","2016-11-16","Details",""
"67","Antonio García-Urgelés","Verse","1,800,000","seed","2015-08-15","Details",""
"68","SV Angel","Transcense","1,800,000","seed","2016-11-16","Details",""
"69","SF Angels Group","VRChive","110,000","seed","2014-10-14","Details",""
"70","Lánzame Capital SL","Verse","1,800,000","seed","2015-08-15","Details",""
"71","Greycroft Partners","Verse","8,300,000","venture","2016-10-24","Details",""
"72","Battery Ventures","Mirror","4,000,000","seed","2014-05-07","Details",""
"73","Mario Feghali","Favor","1,200,000","debt_financing","2013-04-01","Details",""
"74","Gary Vaynerchuk","Airenvy","13,500,000","venture","2017-06-21","Details",""
"75","Promus Ventures","Mirror","8,800,000","venture","2015-06-03","Details",""
"76","Route 66 Ventures","Mirror","8,800,000","venture","2015-06-03","Details",""
"77","Boost VC","Align Commerce","1,500,000","seed","2015-04-29","Details",""
"78","Silverton Partners","Favor","660,000","seed","2013-11-07","Details",""
"79","Cantos Ventures","Transcense","1,800,000","seed","2016-11-16","Details",""
"80","Fabrice Grinda","Airenvy","2,650,000","venture","2015-01-20","Details",""
"81","Greycroft Partners","Verse","20,500,000","venture","2017-05-16","Details",""
"82","Fenbushi Capital","BitPagos","1,900,000","venture","2017-01-03","Details",""
"83","Brendan Wallace","Airenvy","","convertible_note","2014-03-17","Details",""
"84","Pantera Capital","BitPagos","600,000","seed","2014-01-29","Details",""
"85","Plug and Play","Swyft","","venture","2016-08-23","Details",""
"86","Spark Capital","Verse","8,300,000","venture","2016-10-24","Details",""
"87","K Cube Ventures","Binary VR","400,000","seed","2015-09-22","Details",""
"88","Digital Currency Group","Unocoin","250,000","seed","2014-08-11","Details",""
"89","Daniel Curran","BitPagos","1,200,000","seed","2015-05-26","Details",""
"90","Soma Capital","Airenvy","2,650,000","venture","2015-01-20","Details",""
"91","Digital Currency Group","Align Commerce","12,500,000","venture","2015-11-17","Details",""
"92","zipdragon ventures","Swyft","2,500,000","venture","2017-05-03","Details",""
"93","The Venture Reality Fund","Vizor","2,300,000","seed","2017-04-19","Details",""
"94","Daniel Curran","Airenvy","2,650,000","venture","2015-01-20","Details",""
"95","RRE Ventures","Mirror","8,800,000","venture","2015-06-03","Details",""
"96","Digital Currency Group","BitPagos","1,900,000","venture","2017-01-03","Details",""
"97","Jason Blumer","AuditFile","3,000,000","venture","2014-02-07","Details",""
"98","Boost VC","BitPagos","1,900,000","venture","2017-01-03","Details",""
"99","Digital Currency Group","Coincove","500,000","seed","2014-07-15","Details",""
"100","Greg Kidd","Verse","1,800,000","seed","2015-08-15","Details",""
"101","LAUNCHub","intugame","69,999","venture","2015-08-05","Details",""
"102","Peter Pastewka","Verse","1,800,000","seed","2015-08-15","Details",""
"103","Hawaii Angels","VRChive","110,000","seed","2014-10-14","Details",""
"104","Boost VC","snapCard","60,000","seed","2013-12-01","Details",""
"105","NAV.VC","BlockScore","2,000,000","seed","2014-06-25","Details",""
"106","Upside Partnership","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"107","Green Visor Capital","AuditFile","","seed","2013-02-01","Details",""
"108","Draper Associates","Atlas Card","1,800,000","seed","2015-12-31","Details",""
"109","Start-Up Chile","Gigawatt","40,000","seed","2014-06-01","Details",""
"110","Peter Pastewka","CommitChange","700,000","seed","2014-06-17","Details",""
"111","Michael Liou","AuditFile","3,000,000","venture","2014-02-07","Details",""
"112","Banneker Partners","AuditFile","3,000,000","venture","2014-02-07","Details",""
"113","Mark Cuban","CommitChange","700,000","seed","2014-06-17","Details",""
"114","Bish Investments","AuditFile","3,000,000","venture","2014-02-07","Details",""
"115","Black Green Capital","snapCard","1,500,000","seed","2014-10-06","Details",""
"116","Mehdi Maghsoodnia","Swyft","550,000","seed","2014-07-01","Details",""
"117","Nasir ""Nas"" Jones","AuditFile","3,000,000","venture","2014-02-07","Details",""
"118","Sean Conway","AuditFile","3,000,000","venture","2014-02-07","Details",""
"119","SeedInvest","snapCard","1,386,000","seed","2015-12-24","Details",""
"120","Boost VC","VRChive","110,000","seed","2014-10-14","Details",""
"121","Zander Adell","CommitChange","700,000","seed","2014-06-17","Details",""
"122","Khosla Ventures","BlockScore","2,000,000","seed","2014-06-25","Details",""
"123","Fenox Venture Capital","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"124","Boost VC","snapCard","1,500,000","seed","2014-10-06","Details",""
"125","QueensBridge Venture Partners","Mirror","4,000,000","seed","2014-05-07","Details",""
"126","Steve Case","Mirror","4,000,000","seed","2014-05-07","Details",""
"127","Guy King","Coinjar","500,000","seed","2013-12-01","Details",""
"128","Tim Draper","Gliph","200,000","seed","2013-09-19","Details","Dead"
"129","Blackbird Ventures (Australia)","Coinjar","500,000","seed","2013-12-01","Details",""
"130","Geoff Judge","AuditFile","3,000,000","venture","2014-02-07","Details",""
"131","Peter Pastewka","AuditFile","3,000,000","venture","2014-02-07","Details",""
"132","Boost VC","Lawnmower","190,000","seed","2016-04-18","Details","Exited"
"133","Bobby Brannigan","Swyft","550,000","seed","2014-07-01","Details",""
"134","Ludlow Ventures","Mirror","8,800,000","venture","2015-06-03","Details",""
"135","Lee Linden","Airenvy","","convertible_note","2014-03-17","Details",""
"136","Sand Hill Angels","VRChive","110,000","seed","2014-10-14","Details",""
"137","Otter Rock Capital","Airenvy","","convertible_note","2014-03-17","Details",""
"138","Grey Wolf","Airenvy","","convertible_note","2014-03-17","Details",""
"139","Inventure Oy","Vizor","2,300,000","seed","2017-04-19","Details",""
"140","Boost VC","Swyft","550,000","seed","2014-07-01","Details",""
"141","e.ventures","Verse","8,300,000","venture","2016-10-24","Details",""
"142","TOMS Shoes","Transcense","1,800,000","seed","2016-11-16","Details",""
"143","Jose Marin","Airenvy","2,650,000","venture","2015-01-20","Details",""
"144","Launch Angels","Binary VR","6,000,000","convertible_note","2016-10-06","Details",""
"145","Dorm Room Fund","Ava","","venture","2015-01-01","Details",""
"146","Ignacio Vilela","Verse","1,800,000","seed","2015-08-15","Details",""
"147","Startupbootcamp","Lawnmower","190,000","seed","2016-04-18","Details","Exited"
"148","Right Side Capital Management","Seeds","800,000","convertible_note","2015-12-25","Details",""
"149","Blume Ventures","Unocoin","1,500,000","venture","2016-09-30","Details",""
"150","Blue Startups","VRChive","20,000","seed","2015-05-21","Details",""
"151","Dennis Phelps","Airenvy","13,500,000","venture","2017-06-21","Details",""
"152","Silicon Valley Bank","Align Commerce","24,000,000","venture","2017-03-08","Details",""
"153","NAB Ventures","Align Commerce","24,000,000","venture","2017-03-08","Details",""
"154","Boost VC","BitPagos","600,000","seed","2014-01-29","Details",""
"155","Sterling Equities","Airenvy","13,500,000","venture","2017-06-21","Details",""
"156","Huiyin Blockchain Venture","BitPagos","1,900,000","venture","2017-01-03","Details",""
"157","QueensBridge Venture Partners","AuditFile","","seed","2013-02-01","Details",""
"158","FJ Labs","Airenvy","2,650,000","venture","2015-01-20","Details",""
"159","SV Angel","Ava","1,800,000","seed","2016-11-16","Details",""
"160","Crosslink Capital","Ava","1,800,000","seed","2016-11-16","Details",""
"161","Pantera Capital","Align Commerce","1,500,000","seed","2015-04-29","Details",""
"162","Philippe Suchet","Align Commerce","1,500,000","seed","2015-04-29","Details",""
"163","The Whittemore Collection","Align Commerce","1,500,000","seed","2015-04-29","Details",""
"164","Tim Draper","Ava","1,800,000","seed","2016-11-16","Details",""
"165","Spark Capital","Verse","20,500,000","venture","2017-05-16","Details",""
"166","Pivot Investment Partners","Align Commerce","1,250,000","seed","2014-07-01","Details",""
"167","TOMS Shoes","Ava","1,800,000","seed","2016-11-16","Details",""
"168","e.ventures","Verse","20,500,000","venture","2017-05-16","Details",""
"169","FundersClub","BitPagos","1,200,000","seed","2015-05-26","Details",""
"170","Medici Ventures","BitPagos","428,000","venture","2017-04-26","Details",""
"171","Chuck Gordon","Favor","1,200,000","debt_financing","2013-04-01","Details",""
"172","Sterling.VC","Airenvy","2,650,000","venture","2015-01-20","Details",""
"173","SBI Investment","Align Commerce","24,000,000","venture","2017-03-08","Details",""
"174","Pivot Investment Partners","Align Commerce","5,000,000","venture","2015-07-01","Details",""
"175","Flight Ventures","Airenvy","2,650,000","venture","2015-01-20","Details",""
"176","Oliver Jung","Airenvy","","convertible_note","2014-03-17","Details",""
"177","Kleiner Perkins Caufield & Byers","Align Commerce","12,500,000","venture","2015-11-17","Details",""
"178","Techstars","Seeds","800,000","convertible_note","2015-12-25","Details",""
"179","Cantos Ventures","Ava","1,800,000","seed","2016-11-16","Details",""
"180","Veritas Investment GmbH","Airenvy","13,500,000","venture","2017-06-21","Details",""
"181","Chris Adelsbach","Atlas Card","1,800,000","seed","2015-12-31","Details",""
"182","Songbo Li","Verse","1,800,000","seed","2015-08-15","Details",""
"183","Solon Mack Capital","Align Commerce","1,500,000","seed","2015-04-29","Details",""
"184","Pantera Capital","BitPagos","1,200,000","seed","2015-05-26","Details",""
"185","Mayfield Fund","Airenvy","13,500,000","venture","2017-06-21","Details",""
"186","Blue Startups","VRChive","110,000","seed","2014-10-14","Details",""
"187","Startupbootcamp Fintech New York","Lawnmower","190,000","seed","2016-04-18","Details","Exited"
"188","Blake Mycoskie","Ava","1,800,000","seed","2016-11-16","Details",""
"189","Green D Ventures","Binary VR","400,000","seed","2015-09-22","Details",""
"190","Peak Ventures","Airenvy","2,650,000","venture","2015-01-20","Details",""
"191","Seraph Group","Ava","1,800,000","seed","2016-11-16","Details",""
"192","Kleiner Perkins Caufield & Byers","Align Commerce","24,000,000","venture","2017-03-08","Details",""
"193","Thayer Street Partners","AuditFile","3,000,000","venture","2014-02-07","Details",""
"194","Make in LA","3D-SensIR","75,000","seed","2016-09-26","Details",""
"195","Jonathan Smith","Swyft","2,500,000","venture","2017-05-03","Details",""
"196","Semil Shah","Airenvy","","convertible_note","2014-03-17","Details",""
"197","Expansion Venture Capital","Airenvy","13,500,000","venture","2017-06-21","Details",""
"198","8capita Partners","BitPagos","600,000","seed","2014-01-29","Details",""
"199","Chris Anderson","Airenvy","13,500,000","venture","2017-06-21","Details",""
"200","Huiyin Blockchain Venture","BitPagos","428,000","venture","2017-04-26","Details",""
"201","FJ Labs","Ava","1,800,000","seed","2016-11-16","Details",""
"202","Pierre Valade","Ava","1,800,000","seed","2016-11-16","Details",""
"203","Steven Roussey","AuditFile","3,000,000","venture","2014-02-07","Details",""
"204","Draper Fisher Jurvetson (DFJ)","Lawnmower","190,000","seed","2016-04-18","Details","Exited"
"205","Peak Capital","Airenvy","13,500,000","venture","2017-06-21","Details",""
"206","Boost VC","Verse","8,300,000","venture","2016-10-24","Details",""
"207","Rick Marini","Airenvy","2,650,000","venture","2015-01-20","Details",""
"208","GV","Align Commerce","24,000,000","venture","2017-03-08","Details",""
"209","SkyDeck | Berkeley","Ava","","non_equity_assistance","2014-12-01","Details",""
"210","Ioannis Giannaros","snapCard","60,000","seed","2013-12-01","Details",""
"211","500 Startups","CommitChange","700,000","seed","2014-06-17","Details",""
"212","Upstate Carolina Angel Network","AuditFile","3,000,000","venture","2014-02-07","Details",""
"213","Krillion Ventures","snapCard","1,500,000","seed","2014-10-06","Details",""
"214","Battery Ventures","BlockScore","2,000,000","seed","2014-06-25","Details",""
"215","Sand Hill Angels","Hedgy","1,200,000","seed","2015-04-30","Details",""
"216","Justin Miller","AuditFile","3,000,000","venture","2014-02-07","Details",""
"217","Draper Associates","AuditFile","3,000,000","venture","2014-02-07","Details",""
"218","Y Combinator","BlockScore","2,000,000","seed","2014-06-25","Details",""
"219","Boost VC","Atlas Card","400,000","seed","2014-08-01","Details",""
"220","Partech Ventures","Atlas Card","1,800,000","seed","2015-12-31","Details",""
"221","Boost VC","BlockScore","2,000,000","seed","2014-06-25","Details",""
"222","Blockchain Capital","snapCard","1,500,000","seed","2014-10-06","Details",""
"223","Vinny Lingham","Swyft","550,000","seed","2014-07-01","Details",""
"224","Foundation Capital","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"225","Draper Associates","Atlas Card","400,000","seed","2014-08-01","Details",""
"226","The Iron Yard","AuditFile","","seed","2013-02-01","Details",""
"227","Sanjiva Weerawarana","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"228","New Gen Partners","Bagaveev Corporation","","seed","2015-04-01","Details",""
"229","Tim Draper","Favor","2,000,000","seed","2014-09-04","Details",""
"230","SkyDeck | Berkeley","Transcense","","non_equity_assistance","2014-12-01","Details",""
"231","Michael Leeman","Swyft","2,500,000","venture","2017-05-03","Details",""
"232","VTF Capital (fka VegasTechFund)","HashRabbit","500,000","seed","2015-02-04","Details",""
"233","Jesse Draper","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"234","Alejandro Ozerkovsky","Coincove","500,000","seed","2014-07-15","Details",""
"235","Smokey Investments LP","Swyft","550,000","seed","2014-07-01","Details",""
"236","Streamlined Ventures","BlockCypher","400,000","convertible_note","2014-11-01","Details",""
"237","1517 Fund","Atlas Card","1,800,000","seed","2015-12-31","Details",""
"238","Torsten Hoffmann","Coinjar","500,000","seed","2013-12-01","Details",""
"239","Fortress Investment Group","snapCard","1,500,000","seed","2014-10-06","Details",""
"240","Greenvisor Capital","AuditFile","3,000,000","venture","2014-02-07","Details",""
"241","Y Combinator","Bagaveev Corporation","120,000","seed","2014-12-01","Details",""
"242","Bevan Clark","Coinjar","500,000","seed","2013-12-01","Details",""
"243","Techstars","Atlas Card","1,800,000","seed","2015-12-31","Details",""
"244","Boost Bitcoin Fund","Gliph","200,000","seed","2013-09-19","Details","Dead"
"245","Great Oaks Venture Capital","Down","1,000,000","seed","2013-04-29","Details","Exited"
"246","Corsa Ventures","Favor","13,000,000","venture","2015-03-13","Details",""
"247","Pierre Valade","Transcense","1,800,000","seed","2016-11-16","Details",""
"248","Ripple","Mirror","8,800,000","venture","2015-06-03","Details",""
"249","QueensBridge Venture Partners","Mirror","4,000,000","venture","2014-05-07","Details",""
"250","Silverton Partners","Favor","2,000,000","seed","2014-09-04","Details",""
"251","Semil Shah","Mirror","8,800,000","venture","2015-06-03","Details",""
"252","Tim Draper","Hedgy","1,200,000","seed","2015-04-30","Details",""
"253","Boost VC","Unocoin","1,500,000","venture","2016-09-30","Details",""
"254","Seraph Group","Transcense","1,800,000","seed","2016-11-16","Details",""
"255","Crosslink Capital","Transcense","1,800,000","seed","2016-11-16","Details",""
"256","Michael Leeman","Swyft","550,000","seed","2014-07-01","Details",""
"257","1776 Ventures","Swyft","2,500,000","venture","2017-05-03","Details",""
"258","BankToTheFuture","Unocoin","1,500,000","venture","2016-09-30","Details",""
"259","zipdragon ventures","Swyft","","venture","2016-08-23","Details",""
"260","Battery Ventures","Mirror","8,800,000","venture","2015-06-03","Details",""
"261","Fenway Summer Ventures","Align Commerce","5,000,000","venture","2015-07-01","Details",""
"262","ah! Ventures","Unocoin","1,500,000","venture","2016-09-30","Details",""
"263","Draper Associates","Stampery","600,000","seed","2015-11-18","Details",""
"264","NXTP Labs","BitPagos","25,000","seed","2013-09-01","Details",""
"265","Digital Currency Group","Unocoin","1,500,000","venture","2016-09-30","Details",""
"266","Adam Draper","Verse","1,800,000","seed","2015-08-15","Details",""
"267","Gonzalo de la Peña","Verse","1,800,000","seed","2015-08-15","Details",""
"268","Draper Associates","BitPagos","1,900,000","venture","2017-01-03","Details",""
"269","Blockchain Capital","Stampery","600,000","seed","2015-11-18","Details",""
"270","New Enterprise Associates","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"271","Digital Currency Group","Mirror","4,000,000","venture","2014-05-07","Details",""
"272","Tim Draper","Transcense","1,800,000","seed","2016-11-16","Details",""
"273","Pat Matthews","Favor","1,200,000","debt_financing","2013-04-01","Details",""
"274","Mumbai Angels","Unocoin","1,500,000","venture","2016-09-30","Details",""
"275","Tim Draper","Coincove","500,000","seed","2014-07-15","Details",""
"276","AngelCube","Coinjar","20,000","seed","2013-05-01","Details",""
"277","Nyca Partners","Align Commerce","1,500,000","seed","2015-04-29","Details",""
"278","Promus Ventures","Mirror","4,000,000","venture","2014-05-07","Details",""
"279","Barry Silbert","BitPagos","600,000","seed","2014-01-29","Details",""
"280","Marc Bell Ventures","BitPagos","1,200,000","seed","2015-05-26","Details",""
"281","Rothenberg Ventures","AuditFile","3,000,000","venture","2014-02-07","Details",""
"282","Di-Ann Eisnor","Stampery","600,000","seed","2015-11-18","Details",""
"283","Boost VC","Stampery","600,000","seed","2015-11-18","Details",""
"284","Grey Corp GmbH","AuditFile","3,000,000","venture","2014-02-07","Details",""
"285","Tim Draper","Gliph","340,000","seed","2013-12-18","Details","Dead"
"286","Adam Draper","CommitChange","700,000","seed","2014-06-17","Details",""
"287","TriplePoint Capital","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"288","500 Startups","AuditFile","3,000,000","venture","2014-02-07","Details",""
"289","Lightspeed Venture Partners","BlockScore","25,000","venture","2013-06-01","Details",""
"290","Citrix Startup Accelerator","LingoLand","25,000","grant","2014-02-19","Details",""
"291","Haystack","BlockScore","2,000,000","seed","2014-06-25","Details",""
"292","Globalive Capital","7shifts","1,200,000","seed","2016-05-26","Details",""
"293","Michael Dunworth","snapCard","60,000","seed","2013-12-01","Details",""
"294","Rogue Venture Partners","Gliph","200,000","seed","2013-09-19","Details","Dead"
"295","Jared Brubaker","AuditFile","3,000,000","venture","2014-02-07","Details",""
"296","Streamlined Ventures","BlockCypher","3,100,000","seed","2015-01-14","Details",""
"297","Tim Draper","AuditFile","3,000,000","venture","2014-02-07","Details",""
"298","Highway1","Alphalem","","convertible_note","2015-07-29","Details","Dead"
"299","VTF Capital (fka VegasTechFund)","HashRabbit","195,000","seed","2014-10-01","Details",""
"300","Great Oaks Venture Capital","snapCard","1,500,000","seed","2014-10-06","Details",""
"301","MITS Fund","Atlas Card","1,800,000","seed","2015-12-31","Details",""
"302","Gary Swart","Swyft","2,500,000","venture","2017-05-03","Details",""
"303","Energy Excelerator","Swyft","2,500,000","venture","2017-05-03","Details",""
"304","Boost VC","AuditFile","3,000,000","venture","2014-02-07","Details",""
"305","Tim Draper","snapCard","1,500,000","seed","2014-10-06","Details",""
"306","Tim Draper","Favor","1,200,000","debt_financing","2013-04-01","Details",""
"307","SeedInvest","snapCard","1,500,000","venture","2015-12-24","Details",""
"308","Techstars","Atlas Card","","seed","2015-01-04","Details",""
"309","NXTP Labs","Mevu","25,000","seed","2013-03-01","Details",""
"310","Tim Draper","CommitChange","700,000","seed","2014-06-17","Details",""
"311","Tim Draper","7shifts","1,200,000","seed","2016-05-26","Details",""
"312","Dakin Sloss","AuditFile","3,000,000","venture","2014-02-07","Details",""
"313","The Iron Yard","AuditFile","3,000,000","venture","2014-02-07","Details",""
