"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"374","Valar Ventures","Transferwise","6,000,000","venture","2013-05-13","Details",""
"375","Redpoint Ventures","Erply","2,000,000","venture","2010-03-22","Details",""
"376","Seedcamp","pult.io","","seed","2012-02-01","Details","Dead"
"377","Seedcamp","Poq Studio","","seed","2012-01-01","Details",""
"378","Seedcamp","minubo","1,600,000","seed","2014-12-11","Details",""
"379","Index Ventures","Futurelytics","800,000","seed","2013-11-11","Details",""
"380","Seedcamp","mobclix","","seed","2008-09-01","Details","Exited"
"381","Lars Nielsen","Wordy","","angel","2009-10-20","Details",""
"382","IA Ventures","Transferwise","6,000,000","venture","2013-05-13","Details",""
"383","The Accelerator Group","Erply","2,000,000","venture","2010-03-22","Details",""
"384","Digital Currency Group","Elliptic","5,000,000","venture","2016-03-20","Details",""
"385","Seedcamp","Futurelytics","","seed","2012-11-01","Details",""
"386","Nauta Capital","Basekit","6,500,000","venture","2011-03-29","Details",""
"387","Seedcamp","Mightyfingers","","seed","2012-04-19","Details",""
"388","Dave McClure","Rentlord","","seed","2011-09-12","Details",""
"389","Matrix Partners","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"390","SV Angel","checkthis","3,000,000","seed","2013-10-29","Details",""
"391","500 Startups","Repairy","","seed","2012-07-31","Details",""
"392","SmartCap AS","Sportlyzer","200,000","seed","2012-05-30","Details",""
"393","Charlie Cheever","checkthis","3,000,000","seed","2013-10-29","Details",""
"394","High-Tech Gruenderfonds","minubo","1,600,000","seed","2014-12-11","Details",""
"395","The Accelerator Group","kublax  ***","","seed","2008-01-01","Details","Dead"
"396","Alexander Bruehl","minubo","1,600,000","seed","2014-12-11","Details",""
"397","Angel CoFund","Basekit","4,500,000","venture","2014-02-03","Details",""
"398","Travis Perkins","mybuilder","","seed","2008-01-24","Details","Exited"
"399","Balderton Capital","Psykosoft","500,000","seed","2012-06-27","Details",""
"400","Arts Alliance Ventures","Brainient","800,000","seed","2010-08-01","Details","Exited"
"401","500 Startups","Brainient","1,800,000","venture","2012-01-15","Details","Exited"
"402","Seedcamp","Fractal","50,000","seed","2011-09-01","Details",""
"403","Seedcamp","Sparkeo","","seed","2010-09-16","Details",""
"404","Seedcamp","Nuji","2,000,000","seed","2014-03-24","Details",""
"405","Seedrs","Poq Studio","332,390","equity_crowdfunding","2015-03-13","Details",""
"406","Seedcamp","Erply","50,000","seed","2009-09-25","Details",""
"407","NextView Ventures","GrabCad","8,150,000","venture","2012-10-16","Details","Exited"
"408","Frontline Ventures","CrowdProcess","","angel","2013-08-01","Details",""
"409","Seedrs","Planvine","254,870","venture","2014-10-22","Details",""
"410","Seedcamp","Qminder","50,000","seed","2011-10-20","Details",""
"411","Susa Ventures","checkthis","3,000,000","seed","2013-10-29","Details",""
"412","Paul Mears","Planvine","254,870","venture","2014-10-22","Details",""
"413","Mustard Seed","Winnow Solutions","3,300,000","venture","2016-01-20","Details",""
"414","Nauta Capital","Basekit","4,500,000","venture","2014-02-03","Details",""
"415","Charlotte Street Capital","SimpleTax","150,000","seed","2012-12-01","Details",""
"416","Atlas Venture","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"417","Jeremie Berrebi","kwaga","600,000","seed","2009-04-01","Details",""
"418","Garry Tan","checkthis","3,000,000","seed","2013-10-29","Details",""
"419","Eden Ventures","zemanta","1,600,000","venture","2009-08-01","Details",""
"420","Jalin Somaiya","Bluefields","100,000","angel","2011-06-20","Details",""
"421","Delta Partners","Profitero","750,000","venture","2011-12-18","Details",""
"422","SoftTech VC","FarmerOn","2,650,000","seed","2014-05-23","Details","Exited"
"423","500 Startups","Bluefields","1,000,000","seed","2013-02-15","Details",""
"424","Seedcamp","GrabCad","","seed","2011-02-01","Details","Exited"
"425","Bertelsmann Digital Media Investments","Traity","4,700,000","venture","2014-07-03","Details",""
"426","Xavier Niel","kwaga","600,000","seed","2009-04-01","Details",""
"427","Bryan Freeman","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"428","Julian Ranger","Bluefields","100,000","angel","2011-06-20","Details",""
"429","Atlas Venture","GrabCad","4,000,000","venture","2012-01-04","Details","Exited"
"430","Reshma Sohoni","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"431","Roland Zeller","Lodgify","1,400,000","seed","2016-04-20","Details",""
"432","Harry Brunow","Sayduck","500,000","seed","2013-07-30","Details",""
"433","James Murray Wells","mybuilder","","seed","2008-01-24","Details","Exited"
"434","Matthew Bothner","Traity","4,700,000","venture","2014-07-03","Details",""
"435","Algy Williams","Brainient","800,000","seed","2010-08-01","Details","Exited"
"436","Alex Hoye","mybuilder","","seed","2008-01-24","Details","Exited"
"437","Dave McClure","FarmerOn","1,609,000","seed","2012-05-10","Details","Exited"
"438","Paladin Capital Group","Elliptic","5,000,000","venture","2016-03-20","Details",""
"439","NextView Ventures","GrabCad","1,100,000","seed","2011-06-08","Details","Exited"
"440","Seedcamp","hypernumbers","","seed","2007-09-01","Details",""
"441","Seedcamp","We Are Colony","","seed","2014-02-10","Details",""
"442","Michael Arrington","checkthis","3,000,000","seed","2013-10-29","Details",""
"443","Alexander Bruehl","minubo","1,000,000","seed","2013-09-27","Details",""
"444","Morten E. Wulff","Wordy","","angel","2009-10-20","Details",""
"445","Kima Ventures","Futurelytics","800,000","seed","2013-11-11","Details",""
"446","Seedcamp","Efficient Cloud","100,000","seed","2011-04-01","Details","Dead"
"447","Atlas Venture","Brainient","1,800,000","venture","2012-01-15","Details","Exited"
"448","Octopus Ventures","Elliptic","5,000,000","venture","2016-03-20","Details",""
"449","Lerer Ventures","checkthis","3,000,000","seed","2013-10-29","Details",""
"450","Seedcamp","BuzzTale","50,000","debt_financing","2013-12-17","Details",""
