"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"40","Goldcrest Investments","Connectifier","6,000,000","venture","2015-10-27","Details","Exited"
"41","Rothenberg Ventures","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"42","Launchpad LA","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"43","Boldstart Ventures","Preact","7,000,000","venture","2015-06-10","Details","Exited"
"44","500 Startups","Triptrotting","1,000,000","venture","2012-03-08","Details",""
"45","Anthony Saleh","Tradesy","1,500,000","venture","2012-10-24","Details",""
"46","Bridges Ventures","Connectifier","1,600,000","seed","2012-08-20","Details","Exited"
"47","Double M Partners","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"48","Neu Venture Capital","Tuition.io","5,000,000","venture","2015-11-18","Details",""
"49","Maverick Angels","Atlas","700,000","seed","2012-12-01","Details",""
"50","Highland Capital Partners","Melon","15,000","grant","2012-06-01","Details","Exited"
"51","Neu Venture Capital","Tuition.io","900,000","seed","2014-04-17","Details",""
"52","Karlin Ventures","Prevoty","2,427,000","venture","2013-12-17","Details",""
"53","Clark Landry","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"54","Bill Budinger","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"55","Seth Demsey","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"56","Yuri Pikover","Atlas","700,000","seed","2012-12-01","Details",""
"57","Okapi Venture Capital","Connectifier","6,000,000","venture","2015-10-27","Details","Exited"
"58","Vectr Ventures","Panna","1,350,000","seed","2013-05-06","Details",""
"59","QueensBridge Venture Partners","Parachute","800,000","seed","2014-03-21","Details",""
"60","Launchpad LA","ChowNow","2,463,690","venture","2012-09-28","Details",""
"61","Luminari Capital","DanceOn","4,000,000","venture","2013-10-10","Details",""
"62","Velos Partners","ChowNow","3,000,000","venture","2013-01-16","Details",""
"63","Jay Livingston","Panna","1,350,000","seed","2013-05-06","Details",""
"64","Neu Venture Capital","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"65","Launchpad LA","JobSync","1,634,000","venture","2011-11-15","Details",""
"66","Galeo-Ventures","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"67","Jonathan Downey","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"68","Rincon Venture Partners","Tradesy","1,500,000","venture","2012-10-24","Details",""
"69","K5 Ventures","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"70","Double M Partners","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"71","Rothenberg Ventures","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"72","Structure Fund","Parachute","800,000","seed","2014-03-21","Details",""
"73","Kleiner Perkins Caufield & Byers","Tradesy","13,000,000","venture","2014-05-19","Details",""
"74","Double M Partners","ChowNow","1,000,000","venture","2014-02-03","Details",""
"75","Safa Rashtchy","Triptrotting","1,000,000","venture","2012-03-08","Details",""
"76","GRP Partners","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"77","Cooley LLP","Divshot","1,100,000","seed","2013-03-19","Details","Exited"
"78","Lowercase Capital","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"79","QueensBridge Venture Partners","Parachute","3,750,000","venture","2015-06-03","Details",""
"80","Intridea","Divshot","80,000","seed","2012-08-22","Details","Exited"
"81","Rob Glaser","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"82","Bill Gross","Triptrotting","1,000,000","venture","2012-03-08","Details",""
"83","Rick J. Caruso","Panna","1,350,000","seed","2013-05-06","Details",""
"84","Anthem Venture Partners","Panna","1,350,000","seed","2013-05-06","Details",""
"85","Eric Hahn","Prevoty","2,400,000","seed","2013-05-20","Details",""
"86","Joseph N. Sanberg","Swing by Swing","","undisclosed","2012-11-01","Details","Exited"
"87","Rincon Venture Partners","Tradesy","30,000,000","venture","2015-01-27","Details",""
"88","Launchpad LA","Atlas","700,000","seed","2012-12-01","Details",""
"89","500 Startups","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"90","Karlin Ventures","Preact","4,600,000","seed","2014-04-18","Details","Exited"
"91","Third Wave Digital","DanceOn","4,000,000","venture","2013-10-10","Details",""
"92","Andy Rankin","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"93","Ben Narasin","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"94","Daher Capital","Tradesy","1,500,000","venture","2012-10-24","Details",""
"95","Mohr Davidow Ventures","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"96","Adam Lilling","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"97","U.S. Venture Partners (USVP)","Prevoty","8,000,000","venture","2015-03-11","Details",""
"98","Ken Siskind","Panna","1,350,000","seed","2013-05-06","Details",""
"99","Rincon Venture Partners","Tradesy","30,000,000","venture","2016-05-09","Details",""
"100","Launchpad LA","Preact","750,000","seed","2013-03-01","Details","Exited"
"101","Sam Teller","Divshot","80,000","seed","2012-08-22","Details","Exited"
"102","Mesa Ventures","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"103","digi Ventures","Prevoty","8,000,000","venture","2015-03-11","Details",""
"104","Pritzker Group Venture Capital","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"105","Root Ventures","Preact","4,600,000","seed","2014-04-18","Details","Exited"
"106","Conversion Capital","Tuition.io","900,000","seed","2014-04-17","Details",""
"107","Maveron","Panna","1,350,000","seed","2013-05-06","Details",""
"108","Paige Craig","Prevoty","2,400,000","seed","2013-05-20","Details",""
"109","True Ventures","Connectifier","1,600,000","seed","2012-08-20","Details","Exited"
"110","Crosscut Ventures","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"111","Karlin Ventures","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"112","Social Starts","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"113","Csaba Konkoly","Lettuce","1,000,000","seed","2013-08-01","Details","Exited"
"114","500 Startups","Lettuce","1,000,000","seed","2013-08-01","Details","Exited"
"115","Launchpad LA","Parachute","800,000","seed","2014-03-21","Details",""
"116","Dan Rose","Panna","1,350,000","seed","2013-05-06","Details",""
"117","Upfront Ventures","Parachute","800,000","seed","2014-03-21","Details",""
"118","Karlin Ventures","ChowNow","3,000,000","venture","2013-01-16","Details",""
"119","Manatt Venture Fund","Yieldmetrics","","convertible_note","2014-06-04","Details",""
"120","Grace Beauty Capital","Parachute","","venture","2016-12-01","Details",""
"121","Atlas Venture","Preact","750,000","seed","2013-03-01","Details","Exited"
"122","Mesa Ventures","Parachute","800,000","seed","2014-03-21","Details",""
"123","Tiller Partners","ChowNow","10,000,000","venture","2015-03-25","Details",""
"124","BoxGroup","Panna","","convertible_note","2013-03-18","Details",""
"125","Peter Gotcher","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"126","Clark Landry","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"127","AFSquare","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"128","Joanne Wilson","Parachute","3,750,000","venture","2015-06-03","Details",""
"129","Upfront Ventures","ChowNow","3,000,000","venture","2013-01-16","Details",""
"130","Real Ventures","Listn","500,000","seed","2013-11-05","Details","Exited"
"131","37 Ventures","Atlas","700,000","seed","2012-12-01","Details",""
"132","Upfront Ventures","Parachute","3,750,000","venture","2015-06-03","Details",""
"133","Upfront Ventures","ChowNow","10,000,000","venture","2015-03-25","Details",""
"134","Canyon Creek Capital","ChowNow","10,000,000","venture","2015-03-25","Details",""
"135","Daher Capital","ChowNow","3,000,000","venture","2013-01-16","Details",""
"136","Plus Capital","DanceOn","4,000,000","venture","2013-10-10","Details",""
"137","Double M Partners","ChowNow","3,000,000","venture","2013-01-16","Details",""
"138","Upfront Ventures","ChowNow","1,000,000","venture","2014-02-03","Details",""
"139","Brad Zions","Parachute","800,000","seed","2014-03-21","Details",""
"140","Tiller Partners","ChowNow","2,463,690","venture","2012-09-28","Details",""
"141","Double M Partners","Tuition.io","5,000,000","venture","2015-11-18","Details",""
"142","Launchpad LA","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"143","500 Startups","Tradesy","1,500,000","venture","2012-10-24","Details",""
"144","ACE Fund","Atlas","700,000","seed","2012-12-01","Details",""
"145","True Ventures","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"146","TenOneTen Ventures","Divshot","1,100,000","seed","2013-03-19","Details","Exited"
"147","Dan Murray","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"148","michael pierce","Prevoty","2,400,000","seed","2013-05-20","Details",""
"149","Plus Capital","Prevoty","2,400,000","seed","2013-05-20","Details",""
"150","Grape Arbor VC","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"151","Simon Mosk-Aoyama","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"152","Kleiner Perkins Caufield & Byers","Tradesy","30,000,000","venture","2015-01-27","Details",""
"153","Zelkova Ventures","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"154","Karlin Ventures","Preact","7,000,000","venture","2015-06-10","Details","Exited"
"155","Pasadena Angels","JobSync","1,634,000","venture","2011-11-15","Details",""
"156","Neu Venture Capital","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"157","Double M Partners","Tradesy","1,500,000","venture","2012-10-24","Details",""
"158","Pasadena Angels","Atlas","700,000","seed","2012-12-01","Details",""
"159","Brian McLoughlin","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"160","Bee Partners","Preact","750,000","seed","2013-03-01","Details","Exited"
"161","Atom Factory","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"162","Harmony Partners","Preact","7,000,000","venture","2015-06-10","Details","Exited"
"163","Rothenberg Ventures","Tuition.io","900,000","seed","2014-04-17","Details",""
"164","Bee Partners","Preact","4,600,000","seed","2014-04-18","Details","Exited"
"165","Richard Wolpert","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"166","Tech Coast Angels","JobSync","1,634,000","venture","2011-11-15","Details",""
"167","Double M Partners","Prevoty","2,400,000","seed","2013-05-20","Details",""
"168","Boldstart Ventures","Preact","750,000","seed","2013-03-01","Details","Exited"
"169","Michel Daher","Divshot","1,100,000","seed","2013-03-19","Details","Exited"
"170","Scrum Ventures","Panna","1,350,000","seed","2013-05-06","Details",""
"171","Okapi Venture Capital","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"172","Telegraph Hill Capital","Lettuce","1,000,000","seed","2013-08-01","Details","Exited"
"173","Upfront Ventures","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"174","Lerer Ventures","Panna","1,350,000","seed","2013-05-06","Details",""
"175","Tech Coast Angels","Atlas","700,000","seed","2012-12-01","Details",""
"176","Mesa Ventures","Parachute","3,750,000","venture","2015-06-03","Details",""
"177","BDMI","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"178","Launchpad LA","Connectifier","1,600,000","seed","2012-08-20","Details","Exited"
"179","HAXLR8R","Melon","25,000","venture","2012-02-01","Details","Exited"
"180","Trinity Ventures","Preact","7,000,000","venture","2015-06-10","Details","Exited"
"181","Daher Capital","Parachute","3,750,000","venture","2015-06-03","Details",""
"182","Ironfire Capital","Panna","1,350,000","seed","2013-05-06","Details",""
"183","WI Harper Group","Triptrotting","500,000","venture","2012-05-22","Details",""
"184","Mohr Davidow Ventures","Tuition.io","900,000","seed","2014-04-17","Details",""
"185","Idealab","Triptrotting","300,000","seed","2011-01-01","Details",""
"186","Wildcat Capital Management","Tradesy","30,000,000","venture","2016-05-09","Details",""
"187","Velos Partners","ChowNow","2,463,690","venture","2012-09-28","Details",""
"188","Adam Lilling","Divshot","80,000","seed","2012-08-22","Details","Exited"
"189","Upfront Ventures","ChowNow","1,194,901","venture","2013-06-05","Details",""
"190","True Ventures","Connectifier","6,000,000","venture","2015-10-27","Details","Exited"
"191","Aspiration Growth","Swing by Swing","","undisclosed","2012-11-01","Details","Exited"
"192","RSL Venture Partners","Panna","1,350,000","seed","2013-05-06","Details",""
"193","Plus Capital","Prevoty","8,000,000","venture","2015-03-11","Details",""
"194","BDC Venture Capital","Listn","500,000","seed","2013-11-05","Details","Exited"
"195","Social Starts","Big Frame","25,000","seed","2012-03-01","Details","Exited"
"196","James Hong","Connectifier","4,099,999","venture","2015-06-16","Details","Exited"
"197","Dan Murray","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"198","Double M Partners","Lettuce","1,000,000","seed","2013-08-01","Details","Exited"
"199","Upfront Ventures","Yieldmetrics","3,000,000","venture","2016-03-02","Details",""
"200","Launchpad LA","Listn","500,000","seed","2013-11-05","Details","Exited"
"201","Windforce Ventures","Lettuce","1,000,000","seed","2013-08-01","Details","Exited"
"202","Kleiner Perkins Caufield & Byers","Tradesy","30,000,000","venture","2016-05-09","Details",""
"203","Bee Partners","Tradesy","13,000,000","venture","2014-05-19","Details",""
"204","Mohr Davidow Ventures","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"205","Bee Partners","Tradesy","1,500,000","venture","2012-10-24","Details",""
"206","Wildcat Venture Partners","Tuition.io","5,000,000","venture","2015-11-18","Details",""
"207","Manatt Venture Fund","DanceOn","","convertible_note","2014-04-07","Details",""
"208","500 Startups","Divshot","1,100,000","seed","2013-03-19","Details","Exited"
"209","Richard Branson","Tradesy","30,000,000","venture","2015-01-27","Details",""
"210","QueensBridge Venture Partners","Tradesy","13,000,000","venture","2014-05-19","Details",""
"211","Launchpad LA","Triptrotting","300,000","seed","2011-01-01","Details",""
"212","Baroda Ventures","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
"213","Launchpad LA","Tuition.io","1,000,000","angel","2013-02-26","Details",""
"214","Red Swan Ventures","Tradesy","13,000,000","venture","2014-05-19","Details",""
"215","DFJ Frontier","Big Frame","3,400,000","seed","2012-06-27","Details","Exited"
"216","Fenway Summer Ventures","Tuition.io","1,250,000","seed","2015-01-01","Details",""
"217","Aaron Schiff","Panna","1,350,000","seed","2013-05-06","Details",""
"218","Root Ventures","Preact","7,000,000","venture","2015-06-10","Details","Exited"
"219","Golden Seeds","Triptrotting","500,000","venture","2012-05-22","Details",""
"220","Daher Capital","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"221","Baroda Ventures","Yieldmetrics","1,700,000","seed","2013-01-10","Details",""
"222","Double M Partners","Lettuce","2,100,000","seed","2012-10-16","Details","Exited"
