"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"97","The Brandery","popAD","180,000","seed","2014-07-15","Details",""
"98","Vine St. Ventures","Strap","1,200,000","seed","2014-12-02","Details",""
"99","GGV Capital","FlightCar","20,718,608","venture","2015-10-02","Details","Exited"
"100","The Brandery","Impulcity","600,000","angel","2012-02-22","Details",""
"101","Greg Kidd","Crowdhall","700,000","seed","2013-05-09","Details","Dead"
"102","Vine St. Ventures","Donde","1,000,000","seed","2014-02-05","Details","Exited"
"103","Tim Kopp","Donde","1,000,000","seed","2014-02-05","Details","Exited"
"104","Mercury Fund","Strap","1,200,000","seed","2014-12-02","Details",""
"105","The Brandery","Andtix","","seed","2012-10-03","Details",""
"106","Andreessen Horowitz","Bitcasa","1,500,000","seed","2011-01-01","Details","Dead"
"107","The Brandery","Crowdhall","700,000","seed","2013-05-09","Details","Dead"
"108","John Tan","FlightCar","590,000","seed","2013-02-15","Details","Exited"
"109","CrunchFund","Bitcasa","1,500,000","seed","2011-01-01","Details","Dead"
"110","CincyTech","Pingage","800,000","seed","2013-05-20","Details",""
"111","The Brandery","Leap","25,000","seed","2011-08-31","Details","Dead"
"112","General Catalyst Partners","FlightCar","20,718,608","venture","2015-10-02","Details","Exited"
"113","Centuria Ventures","VenturePax","50,000","seed","2011-08-01","Details",""
"114","Mercury Fund","Donde","1,000,000","seed","2014-02-05","Details","Exited"
"115","The Brandery","FlightCar","5,600,000","venture","2013-04-16","Details","Exited"
"116","The Brandery","Giftiki","20,000","seed","2010-08-31","Details","Exited"
"117","The Brandery","Off Track Planet","200,000","seed","2011-07-05","Details",""
"118","North Coast Angel Fund","Pingage","3,100,000","venture","2014-01-21","Details",""
"119","The Brandery","TurboBOTZ","250,000","venture","2011-03-04","Details","Dead"
"120","The Brandery","Bitcasa","","seed","2011-08-01","Details","Dead"
"121","Empower Group","popAD","180,000","seed","2014-07-15","Details",""
"122","Dennis Phelps","Pingage","800,000","seed","2013-05-20","Details",""
"123","Vine St. Ventures","Pingage","3,100,000","venture","2014-01-21","Details",""
"124","Hyde Park Angels","Pingage","3,100,000","venture","2014-01-21","Details",""
"125","The Brandery","Lagoon","20,000","seed","2014-07-18","Details","Dead"
"126","Ted Smith","Impulcity","600,000","angel","2012-02-22","Details",""
"127","The Brandery","FlightCar","20,000","debt_financing","2012-07-02","Details","Exited"
"128","Draper Associates","Giftiki","1,000,000","venture","2011-04-20","Details","Exited"
"129","Transmedia Capital","Giftiki","1,000,000","venture","2011-04-20","Details","Exited"
"130","Doug Groh","RoadTrippers","250,000","seed","2012-06-11","Details",""
"131","General Catalyst Partners","FlightCar","5,600,000","venture","2013-04-16","Details","Exited"
"132","Oliver Jung","FlightCar","590,000","seed","2013-02-15","Details","Exited"
"133","Seacrest Global Group","FlightCar","5,600,000","venture","2013-04-16","Details","Exited"
"134","Vine St. Ventures","RoadTrippers","250,000","seed","2012-06-11","Details",""
"135","The Brandery","Pingage","3,100,000","venture","2014-01-21","Details",""
"136","Kirt Gunn","Pingage","800,000","seed","2013-05-20","Details",""
"137","Tim Kopp","Pingage","800,000","seed","2013-05-20","Details",""
"138","Horizons Ventures","Bitcasa","11,000,000","venture","2013-11-11","Details","Dead"
"139","Vine St. Ventures","Crowdhall","70,000","seed","2012-09-01","Details","Dead"
"140","The Brandery","RoadTrippers","2,500,000","venture","2013-08-12","Details",""
"141","The Brandery","Cintric","40,000","seed","2014-07-14","Details","Exited"
"142","Vine St. Ventures","Pingage","600,000","seed","2013-02-01","Details",""
"143","Eduardo Saverin","FlightCar","13,500,000","venture","2014-09-10","Details","Exited"
"144","Gill Holland","Impulcity","600,000","angel","2012-02-22","Details",""
"145","Chicago Ventures","Donde","1,000,000","seed","2014-02-05","Details","Exited"
"146","Radiant Venture Capital","FlightCar","20,718,608","venture","2015-10-02","Details","Exited"
"147","SV Angel","FlightCar","","seed","2013-01-01","Details","Exited"
"148","General Catalyst Partners","FlightCar","13,500,000","venture","2014-09-10","Details","Exited"
"149","The Brandery","Impulcity","","seed","2012-10-03","Details",""
"150","First Round","Bitcasa","7,000,000","venture","2012-06-20","Details","Dead"
"151","The Brandery","FlightCar","590,000","seed","2013-02-15","Details","Exited"
"152","The Brandery","LifeBlinx","","seed","2010-11-19","Details",""
"153","Gold Hill Capital","Giftiki","1,000,000","venture","2011-04-20","Details","Exited"
"154","North Coast Angel Fund","Pingage","600,000","seed","2013-02-01","Details",""
"155","Trevor Wright","Cintric","95,000","angel","2014-12-30","Details","Exited"
"156","Traversant","Keepio","255,000","seed","2011-08-01","Details","Dead"
"157","The Brandery","Pingage","600,000","seed","2013-02-01","Details",""
"158","CincyTech","Strap","1,200,000","seed","2014-12-02","Details",""
"159","CincyTech","Off Track Planet","500,000","seed","2013-12-06","Details",""
"160","Hyde Park Venture Partners","Strap","1,200,000","seed","2014-12-02","Details",""
"161","Anand Agarawala","FlightCar","590,000","seed","2013-02-15","Details","Exited"
"162","CincyTech","Pingage","600,000","seed","2013-02-01","Details",""
"163","Jean Rosauer","Crowdhall","70,000","seed","2012-09-01","Details","Dead"
"164","The Brandery","Bitcasa","7,000,000","venture","2012-06-20","Details","Dead"
"165","The Brandery","Keego","20,000","seed","2014-07-18","Details",""
"166","First Round","Bitcasa","1,500,000","seed","2011-01-01","Details","Dead"
"167","The Brandery","Giftiki","1,000,000","venture","2011-04-20","Details","Exited"
"168","The Brandery","Shelfie","20,000","seed","2014-07-18","Details",""
