"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"30","StartMate","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"31","Sandalphon Capital","Happy Inspector","2,781,000","venture","2015-02-19","Details",""
"32","Point Nine Capital","Happy Inspector","7,500,000","venture","2016-10-06","Details",""
"33","Costanoa Venture Capital","Bugcrowd","6,000,000","venture","2015-03-11","Details",""
"34","Hot DesQ","Foogi","50,000","grant","2016-12-03","Details",""
"35","StartMate","Shiftr","50,000","seed","2013-04-30","Details",""
"36","Menlo Ventures","Flirtey","16,000,000","venture","2017-01-18","Details",""
"37","Blackbird Ventures (Australia)","Bugcrowd","50,000","seed","2013-04-03","Details",""
"38","Amasia","Flirtey","","venture","2015-09-07","Details",""
"39","StartMate","Happy Inspector","25,000","seed","2012-01-01","Details",""
"40","Rally Ventures","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"41","August Capital","Scriptrock","8,727,199","venture","2014-08-14","Details",""
"42","StartMate","Composure","50,000","seed","2014-04-03","Details","Dead"
"43","Valar Ventures","Scriptrock","8,727,199","venture","2014-08-14","Details",""
"44","Citrix Startup Accelerator","Scriptrock","","seed","2013-07-31","Details",""
"45","QueensBridge Venture Partners","Lumific","200,000","seed","2014-07-01","Details","Exited"
"46","StartMate","Young Republic","25,000","seed","2012-01-01","Details",""
"47","StartMate","Stemn","50,000","seed","2016-02-29","Details",""
"48","Tank Stream Ventures","Bugherd","1,000,000","venture","2014-08-24","Details",""
"49","StartMate","CompeteShark","50,000","seed","2016-01-07","Details",""
"50","StartMate","Inductly","100,000","seed","2014-01-01","Details",""
"51","StartMate","Hubify","25,000","seed","2011-01-01","Details",""
"52","Scott Petry","Scriptrock","8,727,199","venture","2014-08-14","Details",""
"53","SingTel Innov8","Ninja Blocks","700,000","venture","2014-11-04","Details",""
"54","Mick Liubinskas","Filghtfox","800,000","angel","2012-05-29","Details",""
"55","StartMate","Scriptrock","25,000","seed","2012-01-01","Details",""
"56","500 Startups","Lumific","100,000","seed","2014-01-30","Details","Exited"
"57","StartMate","Room Ranger","50,000","seed","2015-03-09","Details",""
"58","Right Click Capital","CompeteShark","50,000","seed","2016-01-07","Details",""
"59","Costanoa Venture Capital","Bugcrowd","17,000,000","venture","2016-04-20","Details",""
"60","Mike Cannon-Brookes","Ninja Blocks","1,500,000","seed","2013-07-01","Details",""
"61","500 Startups","Happy Inspector","7,500,000","venture","2016-10-06","Details",""
"62","CLI Ventures","Flirtey","","venture","2015-09-07","Details",""
"63","Paladin Capital Group","Bugcrowd","6,000,000","venture","2015-03-11","Details",""
"64","Blackbird Ventures (Australia)","Bugcrowd","6,000,000","venture","2015-03-11","Details",""
"65","500 Startups","Happy Inspector","895,000","seed","2012-07-18","Details",""
"66","Paladin Capital Group","Bugcrowd","17,000,000","venture","2016-04-20","Details",""
"67","WiL","Flirtey","16,000,000","venture","2017-01-18","Details",""
"68","the SaaS Syndicate","Happy Inspector","7,500,000","venture","2016-10-06","Details",""
"69","Larry Marshall","Scriptrock","1,200,000","angel","2012-06-01","Details",""
"70","StartMate","Vero","25,000","seed","2012-01-01","Details",""
"71","Y Combinator","Flirtey","16,000,000","venture","2017-01-18","Details",""
"72","David Beyer","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"73","Rally Ventures","Bugcrowd","17,000,000","venture","2016-04-20","Details",""
"74","Square Peg Capital","Vero","4,000,000","venture","2017-06-05","Details",""
"75","Square Peg Capital","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"76","HAX Boost","Koala Safe","","seed","2016-10-17","Details",""
"77","Partech Ventures","Flirtey","","venture","2015-09-07","Details",""
"78","Scott Farquhar","Ninja Blocks","1,500,000","seed","2013-07-01","Details",""
"79","Blackbird Ventures (Australia)","Elevio","50,000","seed","2015-12-02","Details",""
"80","StartMate","Filghtfox","50,000","seed","2012-01-01","Details",""
"81","Partech Ventures","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"82","Flight Ventures","Happy Inspector","7,500,000","venture","2016-10-06","Details",""
"83","Qualcomm Ventures","Flirtey","","venture","2015-09-07","Details",""
"84","Blackbird Ventures (Australia)","Foogi","50,000","seed","2014-05-01","Details",""
"85","Industry Ventures","Bugcrowd","17,000,000","venture","2016-04-20","Details",""
"86","Qualcomm Ventures","Flirtey","16,000,000","venture","2017-01-18","Details",""
"87","Hot DesQ","Koala Safe","100,000","grant","2016-12-03","Details",""
"88","Paladin Capital Group","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"89","Daniel Curran","Happy Inspector","2,781,000","venture","2015-02-19","Details",""
"90","Salesforce Ventures","Bugcrowd","17,000,000","venture","2016-04-20","Details",""
"91","Y Combinator","Flirtey","","venture","2015-09-07","Details",""
"92","Rally Ventures","Bugcrowd","6,000,000","venture","2015-03-11","Details",""
"93","Alan Jones","Bugcrowd","1,600,000","seed","2013-09-04","Details",""
"94","Square Peg Capital","Scriptrock","8,727,199","venture","2014-08-14","Details",""
"95","StartMate","Nexus Notes","50,000","seed","2015-01-30","Details",""
"96","Dave McClure","Sporthold","150,000","seed","2014-01-01","Details",""
"97","Blackbird Ventures","Ninja Blocks","700,000","venture","2014-11-04","Details",""
"98","Blackbird Ventures (Australia)","Ninja Blocks","1,500,000","seed","2013-07-01","Details",""
"99","500 Startups","Scriptrock","1,200,000","angel","2012-06-01","Details",""
"100","Scott Petry","Scriptrock","1,200,000","angel","2012-06-01","Details",""
"101","Danhua Capital","Flirtey","50,000","seed","2015-01-01","Details",""
"102","StartMate","Noosbox","45,000","seed","2011-01-01","Details",""
"103","StartMate","ContactOut","50,000","seed","2015-12-01","Details",""
"104","StartMate","Vennd","50,000","seed","2015-01-07","Details",""
"105","StartMate","IRL Gaming","45,000","seed","2011-01-01","Details",""
"106","StartMate","Lumific","50,000","seed","2014-03-25","Details","Exited"
"107","Blackbird Ventures (Australia)","Elevio","1,000,000","seed","2016-07-01","Details",""
"108","500 Startups","Inductly","100,000","seed","2014-01-01","Details",""
"109","Starfish Ventures","Bugherd","1,000,000","venture","2014-08-24","Details",""
"110","Flight Ventures","Happy Inspector","2,781,000","venture","2015-02-19","Details",""
"111","Dylan Taylor","Flirtey","50,000","seed","2015-01-01","Details",""
"112","SOSV","Koala Safe","","seed","2016-10-17","Details",""
"113","StartMate","Kinderloop","50,000","seed","2013-04-03","Details",""
"114","Kevin Laws","Filghtfox","800,000","angel","2012-05-29","Details",""
"115","Dave McClure","Happy Inspector","895,000","seed","2012-07-18","Details",""
"116","Blackbird Ventures (Australia)","Flirtey","50,000","seed","2015-01-01","Details",""
"117","StartMate","Elevio","50,000","seed","2015-12-02","Details",""
"118","AirTree Ventures","Elevio","1,000,000","seed","2016-07-01","Details",""
"119","500 Startups","Sporthold","150,000","seed","2014-01-01","Details",""
"120","500 Startups","Lumific","200,000","seed","2014-07-01","Details","Exited"
"121","Anthony Marcar","Scriptrock","1,200,000","angel","2012-06-01","Details",""
"122","500 Startups","Bugherd","550,000","seed","2012-01-25","Details",""
"123","StartMate","7pm Anywhere","50,000","seed","2013-04-03","Details",""
"124","500 Startups","Bugherd","1,000,000","venture","2014-08-24","Details",""
"125","StartMate","DrawBoard","50,000","seed","2014-03-28","Details",""
"126","Blackbird Ventures (Australia)","QPay","400,000","seed","2015-11-27","Details",""
