"","Investor","Company","Funding roundsize ($)","Round","Funding Date","Crunchbase link","Exited or Dead"
"359","DreamIt Ventures","Octane Lending","850,000","seed","2014-12-04","Details",""
"360","DreamIt Ventures","Sqoot","15,000","seed","2010-01-01","Details","Exited"
"361","ff Venture Capital","Parsely","800,000","venture","2010-12-01","Details",""
"362","DreamIt Ventures","Fitly","","seed","2013-04-04","Details",""
"363","DreamIt Ventures","Stylr","","seed","2013-05-10","Details","Exited"
"364","Vishal Gondal","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"365","Sistema de Banca para el Desarrollo, Costa Rica","Slidebean","35,000","grant","2013-11-18","Details",""
"366","Quotidian Ventures","Tripl","300,000","debt_financing","2012-07-09","Details","Dead"
"367","DreamIt Ventures","Trendient","","seed","2008-09-01","Details","Dead"
"368","Mitchell Kapor","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"369","DreamIt Ventures","Sleep.fm","15,000","seed","2008-09-30","Details",""
"370","Comcast Ventures","ElectNext","1,300,000","seed","2013-04-02","Details",""
"371","Boston Millennia Partners","AvhanaHealth","750,000","seed","2015-06-30","Details",""
"372","Digital News Ventures","ElectNext","1,300,000","seed","2013-04-02","Details",""
"373","DreamIt Ventures","AppBrick","25,000","seed","2011-08-10","Details",""
"374","DreamIt Ventures","Spling","25,000","seed","2011-09-01","Details",""
"375","DreamIt Ventures","Fitly","50,000","seed","2013-08-09","Details",""
"376","Entree Capital","Meerkat","14,000,000","venture","2015-03-27","Details",""
"377","Firstrock Capital","Slidebean","20,000","angel","2016-04-01","Details",""
"378","Don Hutchison","Parsely","5,232,753","venture","2013-08-26","Details",""
"379","DreamIt Ventures","WeDidIt","1,110,000","convertible_note","2014-07-15","Details",""
"380","NYC Seed","SeatGeek","550,000","venture","2010-10-13","Details",""
"381","BioHealth Innovation","QuantifiedCare","50,000","seed","2013-12-17","Details",""
"382","Kaiser Permanente Ventures","Protenus","3,000,000","venture","2017-07-19","Details",""
"383","IA Ventures","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"384","Thomas Lehrman","SeatGeek","550,000","angel","2010-01-08","Details",""
"385","Johns Hopkins University","QuantifiedCare","50,000","seed","2013-12-17","Details",""
"386","DreamIt Ventures","Zairge","150,000","seed","2014-08-01","Details",""
"387","Rittenhouse Ventures","TakeTheInterview","2,200,000","venture","2013-06-25","Details",""
"388","Silverton Partners","TrendKite","1,000,000","venture","2013-08-21","Details",""
"389","Eyal Gura","Meerkat","300,000","angel","2013-01-01","Details",""
"390","Entree Capital","Meerkat","3,000,000","venture","2013-12-01","Details",""
"391","Great Oaks Venture Capital","Trendsta","500,000","seed","2014-02-02","Details",""
"392","Mousse Partners","SeatGeek","1,650,000","venture","2012-08-29","Details",""
"393","DreamIt Ventures","mor.sl","","seed","2012-12-05","Details",""
"394","DreamIt Ventures","Meerkat","200,000","seed","2013-04-01","Details",""
"395","DreamIt Ventures","Octane Lending","","seed","2014-01-10","Details",""
"396","Stanford University","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"397","Rock Health","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"398","Contour Venture Partners","Octane Lending","850,000","seed","2014-12-04","Details",""
"399","PKS Capital","SeatGeek","550,000","angel","2010-01-08","Details",""
"400","DreamIt Ventures","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"401","Valar Ventures","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"402","DreamIt Ventures","Trendsta","","seed","2009-01-01","Details",""
"403","DreamIt Ventures","TrendKite","1,000,000","venture","2013-08-21","Details",""
"404","Stage One Capital","SeatGeek","550,000","venture","2010-10-13","Details",""
"405","Startupbootcamp Israël","pico","55,000","seed","2014-10-03","Details",""
"406","DreamIt Ventures","Planana","","seed","2013-04-01","Details",""
"407","Melo7 Tech Partners llc","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"408","DreamIt Ventures","Straight Up English","","seed","2009-08-01","Details","Dead"
"409","Accel","SeatGeek","35,000,000","venture","2014-08-28","Details",""
"410","Robin Hood Ventures","CloudMine","1,434,278","debt_financing","2014-01-15","Details",""
"411","Venturef0rth","Fitly","50,000","seed","2013-08-09","Details",""
"412","Independence Blue Cross","Fitly","50,000","seed","2013-08-09","Details",""
"413","PLUS Ventures","Meerkat","300,000","angel","2013-01-01","Details",""
"414","F-Prime Capital Partners","Protenus","3,000,000","venture","2017-07-19","Details",""
"415","3rd Prime Capital","Octane Lending","26,400,000","venture","2016-10-03","Details",""
"416","DreamIt Ventures","Tripl","","seed","2012-08-08","Details","Dead"
"417","DreamIt Ventures","pico","85,000","convertible_note","2015-08-31","Details",""
"418","Red Swan Ventures","SeatGeek","1,650,000","venture","2012-08-29","Details",""
"419","DreamIt Ventures","AfterSteps","","seed","2011-08-10","Details",""
"420","Cognosante","Protenus","4,000,000","venture","2016-01-26","Details",""
"421","Entree Capital","SeatGeek","1,650,000","venture","2012-08-29","Details",""
"422","Highland Capital Partners","SCVNGR","750,000","venture","2009-08-13","Details",""
"423","DreamIt Ventures","Cognuse","","seed","2014-01-10","Details",""
"424","Founder Collective","SeatGeek","20,000","seed","2009-05-22","Details",""
"425","Sunil Hirani","SeatGeek","550,000","venture","2010-10-13","Details",""
"426","Founder Collective","SeatGeek","550,000","venture","2010-10-13","Details",""
"427","Baltimore Angels","Protenus","4,000,000","venture","2016-01-26","Details",""
"428","Gianni Martire","Spling","400,000","seed","2011-12-05","Details",""
"429","Launchpad Digital Health","DecisiveHealth","","venture","2016-03-10","Details",""
"430","DreamIt Ventures","MatchLend","","seed","2010-08-11","Details",""
"431","Chad Byers","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"432","DreamIt Ventures","Phobious","","seed","2014-01-10","Details",""
"433","Gary Vaynerchuk","Adapt.ly","2,000,000","venture","2011-04-18","Details",""
"434","DreamIt Ventures","metaLayer","15,000","seed","2011-12-15","Details","Exited"
"435","Time Warner Investments","Adapt.ly","10,500,000","venture","2012-05-09","Details",""
"436","Liberty City Ventures","ElectNext","1,300,000","seed","2013-04-02","Details",""
"437","Omidyar Network","ElectNext","700,000","seed","2014-01-30","Details",""
"438","Corsa Ventures","eyeQ","1,200,000","seed","2015-03-27","Details",""
"439","DreamIt Ventures","cnverg","25,000","seed","2014-09-05","Details",""
"440","Jason Keck","Stereotypes","80,000","angel","2012-01-06","Details",""
"441","Acceleprise Ventures","metaLayer","30,000","seed","2012-09-01","Details","Exited"
"442","Asset Management Ventures (AMV)","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"443","DreamIt Ventures","PatientFeed","","seed","2014-01-10","Details",""
"444","Grotech Ventures","Parsely","5,232,753","venture","2013-08-26","Details",""
"445","DreamIt Ventures","InterviewBest","","seed","2008-09-01","Details",""
"446","Ben Franklin Technology Partners of Southeastern Pennsylvania","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"447","Michael Rubin","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"448","Don Hutchison","Parsely","800,000","venture","2010-12-01","Details",""
"449","Texas Medical Center","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"450","University of Pennsylvania","Grand Round Table","50,000","seed","2013-04-04","Details",""
"451","DreamIt Ventures","Seratis","40,000","seed","2013-04-25","Details","Exited"
"452","Start-Up Chile","Respi","40,000","seed","2014-06-01","Details",""
"453","Wilmington Investor Network","AvhanaHealth","750,000","seed","2015-06-30","Details",""
"454","Jove Equity Partners","TakeTheInterview","2,200,000","venture","2013-06-25","Details",""
"455","DreamIt Ventures","AppAddictive","","seed","2011-08-10","Details",""
"456","DreamIt Ventures","bestimators","","seed","2014-07-01","Details",""
"457","Lerer Ventures","Adapt.ly","2,000,000","venture","2011-04-18","Details",""
"458","DreamIt Ventures","TissueAnalytics","750,000","seed","2015-05-17","Details",""
"459","Daniel Curran","Tourlandish","1,800,000","seed","2015-04-23","Details",""
"460","Sequoia Capital","MindSnacks","6,500,000","venture","2012-08-02","Details",""
"461","StarVest Partners","TakeTheInterview","5,000,000","venture","2016-05-23","Details",""
"462","iSeed Ventures","1DocWay","1,700,000","seed","2015-07-21","Details","Exited"
"463","DreamIt Ventures","ClrTouch","20,000","seed","2011-09-01","Details","Dead"
"464","DreamIt Ventures","GamePress","20,000","seed","2013-05-10","Details",""
"465","Trent Gegax","SnipSnap","1,000,000","angel","2012-05-11","Details","Exited"
"466","DreamIt Ventures","qwite","","seed","2011-12-15","Details",""
"467","DreamIt Ventures","1DocWay","","seed","2011-08-10","Details","Exited"
"468","DreamIt Ventures","Campus Sponsorship","","seed","2010-08-11","Details",""
"469","StartupAngel","MindSnacks","1,200,000","seed","2011-03-09","Details",""
"470","DreamIt Ventures","Betterific","","seed","2012-12-05","Details",""
"471","Wavemaker Partners","AppAddictive","1,200,000","seed","2012-01-19","Details",""
"472","Ben Franklin Technology Partners of Southeastern Pennsylvania","Grand Round Table","50,000","seed","2014-03-26","Details",""
"473","DreamIt Ventures","Seer","","seed","2013-04-01","Details",""
"474","LiveOak Venture Partners","NarrativeDx","650,000","seed","2015-06-08","Details",""
"475","Robin Hood Ventures","Vuzit","275,000","angel","2008-12-22","Details","Exited"
"476","DreamIt Ventures","Stereotypes","150,000","angel","2013-01-18","Details",""
"477","Independence Blue Cross","medlio","250,000","seed","2013-06-01","Details",""
"478","Geoff Ralston","MindSnacks","1,200,000","seed","2011-03-09","Details",""
