"","InvName2","InvID2","website"
"3090","IncubaAsia Ventures","6336097822965760","http://www.seed-db.com/investorgraph/investorview?investorid=6336097822965760"
"3091","Independence Blue Cross","5666584735514624","http://www.seed-db.com/investorgraph/investorview?investorid=5666584735514624"
"3092","Independence Equity","6100400759373824","http://www.seed-db.com/investorgraph/investorview?investorid=6100400759373824"
"3093","Index Ventures","5815214930919424","http://www.seed-db.com/investorgraph/investorview?investorid=5815214930919424"
"3094","Indicator Ventures","5919631055257600","http://www.seed-db.com/investorgraph/investorview?investorid=5919631055257600"
"3095","Indie Bio","5123894948134912","http://www.seed-db.com/investorgraph/investorview?investorid=5123894948134912"
"3096","Indiegogo","6675328793575424","http://www.seed-db.com/investorgraph/investorview?investorid=6675328793575424"
"3097","Industrifonden","4856573784489984","http://www.seed-db.com/investorgraph/investorview?investorid=4856573784489984"
"3098","Industrifonden","6699982375616512","http://www.seed-db.com/investorgraph/investorview?investorid=6699982375616512"
"3099","Industry Ventures","4875636443185152","http://www.seed-db.com/investorgraph/investorview?investorid=4875636443185152"
"3100","Infinity Venture Partners","6578681971474432","http://www.seed-db.com/investorgraph/investorview?investorid=6578681971474432"
"3101","Inimiti","6273840128720896","http://www.seed-db.com/investorgraph/investorview?investorid=6273840128720896"
"3102","Initialized Capital","5753162686267392","http://www.seed-db.com/investorgraph/investorview?investorid=5753162686267392"
"3103","InitioGroup","5998840989614080","http://www.seed-db.com/investorgraph/investorview?investorid=5998840989614080"
"3104","InnoSpring","6641303433510912","http://www.seed-db.com/investorgraph/investorview?investorid=6641303433510912"
"3105","InnoSpring Seed Fund","4768781582729216","http://www.seed-db.com/investorgraph/investorview?investorid=4768781582729216"
"3106","Innodo","4647870833623040","http://www.seed-db.com/investorgraph/investorview?investorid=4647870833623040"
"3107","Innotech Capitals","4908737756135424","http://www.seed-db.com/investorgraph/investorview?investorid=4908737756135424"
"3108","Innova Memphis","4808928353320960","http://www.seed-db.com/investorgraph/investorview?investorid=4808928353320960"
"3109","Innovacorp","6691443255017472","http://www.seed-db.com/investorgraph/investorview?investorid=6691443255017472"
"3110","Innovate U.K.","6151614050074624","http://www.seed-db.com/investorgraph/investorview?investorid=6151614050074624"
"3111","Innovation Capital","5148771931389952","http://www.seed-db.com/investorgraph/investorview?investorid=5148771931389952"
"3112","Innovation Department","4685357970882560","http://www.seed-db.com/investorgraph/investorview?investorid=4685357970882560"
"3113","Innovation Department","5742590221615104","http://www.seed-db.com/investorgraph/investorview?investorid=5742590221615104"
"3114","Innovation Endeavors","6153654595747840","http://www.seed-db.com/investorgraph/investorview?investorid=6153654595747840"
"3115","Innovation Fund","6412309157117952","http://www.seed-db.com/investorgraph/investorview?investorid=6412309157117952"
"3116","Innovation Fund Denmark","6264958169907200","http://www.seed-db.com/investorgraph/investorview?investorid=6264958169907200"
"3117","Innovation Fund Northeast Ohio","6067785851469824","http://www.seed-db.com/investorgraph/investorview?investorid=6067785851469824"
"3118","Innovation Garden","6680462529396736","http://www.seed-db.com/investorgraph/investorview?investorid=6680462529396736"
"3119","Innovation Group Investors","5653258123083776","http://www.seed-db.com/investorgraph/investorview?investorid=5653258123083776"
"3120","Innovation Network Corporation of Japan","4862434519023616","http://www.seed-db.com/investorgraph/investorview?investorid=4862434519023616"
"3121","Innovation Works","5770051839852544","http://www.seed-db.com/investorgraph/investorview?investorid=5770051839852544"
"3122","Innovation Works (China)","4658762635804672","http://www.seed-db.com/investorgraph/investorview?investorid=4658762635804672"
"3123","Innovations and Technologies Fund (FIT)","5895151348088832","http://www.seed-db.com/investorgraph/investorview?investorid=5895151348088832"
"3124","Innovative Food Holdings","5147266297888768","http://www.seed-db.com/investorgraph/investorview?investorid=5147266297888768"
"3125","Innovative Fund","5925558009462784","http://www.seed-db.com/investorgraph/investorview?investorid=5925558009462784"
"3126","Insight Venture Partners","4805494795403264","http://www.seed-db.com/investorgraph/investorview?investorid=4805494795403264"
"3127","Inspiration Ventures","5491174542409728","http://www.seed-db.com/investorgraph/investorview?investorid=5491174542409728"
"3128","Inspiration Ventures","5720258002288640","http://www.seed-db.com/investorgraph/investorview?investorid=5720258002288640"
"3129","Inspovation Ventures","4842239209504768","http://www.seed-db.com/investorgraph/investorview?investorid=4842239209504768"
"3130","Institutional Venture Partners (IVP)","5557974034546688","http://www.seed-db.com/investorgraph/investorview?investorid=5557974034546688"
"3131","Institutional Ventures Partners","4964202594697216","http://www.seed-db.com/investorgraph/investorview?investorid=4964202594697216"
"3132","Insure.VC","5947603103514624","http://www.seed-db.com/investorgraph/investorview?investorid=5947603103514624"
"3133","Integral Capital Partners","5320312660951040","http://www.seed-db.com/investorgraph/investorview?investorid=5320312660951040"
"3134","Intel","5913467508752384","http://www.seed-db.com/investorgraph/investorview?investorid=5913467508752384"
"3135","Intel Capital","5006680190353408","http://www.seed-db.com/investorgraph/investorview?investorid=5006680190353408"
"3136","Intelectium","6560287968722944","http://www.seed-db.com/investorgraph/investorview?investorid=6560287968722944"
"3137","InterVest","5284775564673024","http://www.seed-db.com/investorgraph/investorview?investorid=5284775564673024"
"3138","InterWest Partners","5404315409711104","http://www.seed-db.com/investorgraph/investorview?investorid=5404315409711104"
"3139","International Finance Corporation","4851055003172864","http://www.seed-db.com/investorgraph/investorview?investorid=4851055003172864"
"3140","Internet Initiatives Develompent Fund (IIDF)","5641903957606400","http://www.seed-db.com/investorgraph/investorview?investorid=5641903957606400"
"3141","Interplay Ventures","5994847643107328","http://www.seed-db.com/investorgraph/investorview?investorid=5994847643107328"
"3142","Intridea","6102412410486784","http://www.seed-db.com/investorgraph/investorview?investorid=6102412410486784"
"3143","Invariantes Fund","5632645216075776","http://www.seed-db.com/investorgraph/investorview?investorid=5632645216075776"
"3144","Inventure Oy","5869605960548352","http://www.seed-db.com/investorgraph/investorview?investorid=5869605960548352"
"3145","Inventus Capital Partners","5126923973820416","http://www.seed-db.com/investorgraph/investorview?investorid=5126923973820416"
"3146","InverSur Capital","6458074999029760","http://www.seed-db.com/investorgraph/investorview?investorid=6458074999029760"
"3147","Invermaster LLC","5127405983236096","http://www.seed-db.com/investorgraph/investorview?investorid=5127405983236096"
"3148","Invest Michigan","6644196601495552","http://www.seed-db.com/investorgraph/investorview?investorid=6644196601495552"
"3149","Invest Nebraska","5601879610359808","http://www.seed-db.com/investorgraph/investorview?investorid=5601879610359808"
"3150","InvestHER Ventures","5660773829312512","http://www.seed-db.com/investorgraph/investorview?investorid=5660773829312512"
"3151","Invested Development","6047096306139136","http://www.seed-db.com/investorgraph/investorview?investorid=6047096306139136"
"3152","Investment Group of Santa Barbara","6633552061923328","http://www.seed-db.com/investorgraph/investorview?investorid=6633552061923328"
"3153","Investo","6095425677295616","http://www.seed-db.com/investorgraph/investorview?investorid=6095425677295616"
"3154","Investopad","5373104100474880","http://www.seed-db.com/investorgraph/investorview?investorid=5373104100474880"
"3155","Investor","4802356516487168","http://www.seed-db.com/investorgraph/investorview?investorid=4802356516487168"
"3156","Investor's Circle","5175222709780480","http://www.seed-db.com/investorgraph/investorview?investorid=5175222709780480"
"3157","Investor's Circle","6238735041560576","http://www.seed-db.com/investorgraph/investorview?investorid=6238735041560576"
"3158","Investors Foundry","4697321635840000","http://www.seed-db.com/investorgraph/investorview?investorid=4697321635840000"
"3159","Investors Foundry","4866091817893888","http://www.seed-db.com/investorgraph/investorview?investorid=4866091817893888"
"3160","Ioannis Giannaros","5792309551562752","http://www.seed-db.com/investorgraph/investorview?investorid=5792309551562752"
"3161","Iowa Dept of Economic Development","6195126430859264","http://www.seed-db.com/investorgraph/investorview?investorid=6195126430859264"
"3162","Iowa Startup Accelerator","5189600431570944","http://www.seed-db.com/investorgraph/investorview?investorid=5189600431570944"
"3163","Irene Pedraza","6472551752531968","http://www.seed-db.com/investorgraph/investorview?investorid=6472551752531968"
"3164","Iris Capital","6062024249311232","http://www.seed-db.com/investorgraph/investorview?investorid=6062024249311232"
"3165","IrishAngels","5012079769550848","http://www.seed-db.com/investorgraph/investorview?investorid=5012079769550848"
"3166","Iron Gate Capital","5202704024469504","http://www.seed-db.com/investorgraph/investorview?investorid=5202704024469504"
"3167","Iron Gate Capital","5536219177943040","http://www.seed-db.com/investorgraph/investorview?investorid=5536219177943040"
"3168","Iron Yard Ventures","6277244930490368","http://www.seed-db.com/investorgraph/investorview?investorid=6277244930490368"
"3169","IronCapital","6370900316258304","http://www.seed-db.com/investorgraph/investorview?investorid=6370900316258304"
"3170","Ironfire Capital","5153779867451392","http://www.seed-db.com/investorgraph/investorview?investorid=5153779867451392"
"3171","Ironstone Group Inc.","5476057570344960","http://www.seed-db.com/investorgraph/investorview?investorid=5476057570344960"
"3172","Irv Weintraub","5849453969801216","http://www.seed-db.com/investorgraph/investorview?investorid=5849453969801216"
"3173","Isaac Applbaum","5731548531785728","http://www.seed-db.com/investorgraph/investorview?investorid=5731548531785728"
"3174","Isaac Saldana","6687443193430016","http://www.seed-db.com/investorgraph/investorview?investorid=6687443193430016"
"3175","Isai","6152878112636928","http://www.seed-db.com/investorgraph/investorview?investorid=6152878112636928"
"3176","Island Sight Investment Corp","4846336981598208","http://www.seed-db.com/investorgraph/investorview?investorid=4846336981598208"
"3177","Issac Roth","5631259166375936","http://www.seed-db.com/investorgraph/investorview?investorid=5631259166375936"
"3178","Issac Roth","5921418327883776","http://www.seed-db.com/investorgraph/investorview?investorid=5921418327883776"
"3179","Issac Taylor","5070461528440832","http://www.seed-db.com/investorgraph/investorview?investorid=5070461528440832"
"3180","Isy Goldwasser","5803237336678400","http://www.seed-db.com/investorgraph/investorview?investorid=5803237336678400"
"3181","Isy Goldwasser","6310631892320256","http://www.seed-db.com/investorgraph/investorview?investorid=6310631892320256"
"3182","Itochu Technology Ventures","5940831550701568","http://www.seed-db.com/investorgraph/investorview?investorid=5940831550701568"
"3183","Itzik Levy","5859477517500416","http://www.seed-db.com/investorgraph/investorview?investorid=5859477517500416"
"3184","Ivanka Trump","4855344320741376","http://www.seed-db.com/investorgraph/investorview?investorid=4855344320741376"
"3185","Ivaylo Simov","5837566578262016","http://www.seed-db.com/investorgraph/investorview?investorid=5837566578262016"
"3186","Ivo Remmelg","5308600717148160","http://www.seed-db.com/investorgraph/investorview?investorid=5308600717148160"
"3187","Izzy and Larissa Leybovich","4870374789480448","http://www.seed-db.com/investorgraph/investorview?investorid=4870374789480448"
"3188","I–aki Arrola","4857796075978752","http://www.seed-db.com/investorgraph/investorview?investorid=4857796075978752"
"3189","J&T Ventures","5729120533086208","http://www.seed-db.com/investorgraph/investorview?investorid=5729120533086208"
"3190","J. David Grissom","5207027244597248","http://www.seed-db.com/investorgraph/investorview?investorid=5207027244597248"
"3191","J. Hunt Holdings","5712944612507648","http://www.seed-db.com/investorgraph/investorview?investorid=5712944612507648"
"3192","J. Todd Masonis","6245281108590592","http://www.seed-db.com/investorgraph/investorview?investorid=6245281108590592"
"3193","JANVEST Capital Partners, LLC","5951611281080320","http://www.seed-db.com/investorgraph/investorview?investorid=5951611281080320"
"3194","JD Investments","6282106078494720","http://www.seed-db.com/investorgraph/investorview?investorid=6282106078494720"
"3195","JFDI.Asia","4522076610232320","http://www.seed-db.com/investorgraph/investorview?investorid=4522076610232320"
"3196","JFDI.Asia","5211019567693824","http://www.seed-db.com/investorgraph/investorview?investorid=5211019567693824"
"3197","JFDIA.Asia","5128976162881536","http://www.seed-db.com/investorgraph/investorview?investorid=5128976162881536"
"3198","JME Venture Capital","5695690067935232","http://www.seed-db.com/investorgraph/investorview?investorid=5695690067935232"
"3199","JMI Equity","5948547992125440","http://www.seed-db.com/investorgraph/investorview?investorid=5948547992125440"
"3200","JMI Services","6225977940115456","http://www.seed-db.com/investorgraph/investorview?investorid=6225977940115456"
"3201","JOIN Capital","5829569785364480","http://www.seed-db.com/investorgraph/investorview?investorid=5829569785364480"
"3202","JOLT","5234928237150208","http://www.seed-db.com/investorgraph/investorview?investorid=5234928237150208"
"3203","JP Morgan Chase & Co.","6034991192473600","http://www.seed-db.com/investorgraph/investorview?investorid=6034991192473600"
"3204","JPMorgan","4829354802544640","http://www.seed-db.com/investorgraph/investorview?investorid=4829354802544640"
"3205","JPMorgan Investment","5715367376715776","http://www.seed-db.com/investorgraph/investorview?investorid=5715367376715776"
"3206","JRG Capital Partners","6243248150413312","http://www.seed-db.com/investorgraph/investorview?investorid=6243248150413312"
"3207","JSV","5136344682594304","http://www.seed-db.com/investorgraph/investorview?investorid=5136344682594304"
"3208","JTI","5142659794468864","http://www.seed-db.com/investorgraph/investorview?investorid=5142659794468864"
"3209","JUMP Investors","5706234715963392","http://www.seed-db.com/investorgraph/investorview?investorid=5706234715963392"
"3210","JW Asset Management","6151985799626752","http://www.seed-db.com/investorgraph/investorview?investorid=6151985799626752"
"3211","JXC Ventures","6482592148750336","http://www.seed-db.com/investorgraph/investorview?investorid=6482592148750336"
"3212","Jaan Tallinn","4861184817758208","http://www.seed-db.com/investorgraph/investorview?investorid=4861184817758208"
"3213","Jaan Tallinn","5504834656534528","http://www.seed-db.com/investorgraph/investorview?investorid=5504834656534528"
"3214","Jack Abraham","5933556412973056","http://www.seed-db.com/investorgraph/investorview?investorid=5933556412973056"
"3215","Jack Altman","5963020425494528","http://www.seed-db.com/investorgraph/investorview?investorid=5963020425494528"
"3216","Jack Dorsey","6202113201799168","http://www.seed-db.com/investorgraph/investorview?investorid=6202113201799168"
"3217","Jack Fuchs","5758876217507840","http://www.seed-db.com/investorgraph/investorview?investorid=5758876217507840"
"3218","Jack Giarraputo","6718119162675200","http://www.seed-db.com/investorgraph/investorview?investorid=6718119162675200"
"3219","Jack Hallam","6369709565935616","http://www.seed-db.com/investorgraph/investorview?investorid=6369709565935616"
"3220","Jack Herrick","5290876829958144","http://www.seed-db.com/investorgraph/investorview?investorid=5290876829958144"
"3221","Jack L. Oliver III","6545794861629440","http://www.seed-db.com/investorgraph/investorview?investorid=6545794861629440"
"3222","Jack Levin","6592810673242112","http://www.seed-db.com/investorgraph/investorview?investorid=6592810673242112"
"3223","Jack Wadsworth","5077583842508800","http://www.seed-db.com/investorgraph/investorview?investorid=5077583842508800"
"3224","Jacki Zehner","5651028280082432","http://www.seed-db.com/investorgraph/investorview?investorid=5651028280082432"
"3225","Jackson Square Ventures","5174288336289792","http://www.seed-db.com/investorgraph/investorview?investorid=5174288336289792"
"3226","Jacob Gibson","4724369574068224","http://www.seed-db.com/investorgraph/investorview?investorid=4724369574068224"
"3227","Jacob Hsu","6594391351230464","http://www.seed-db.com/investorgraph/investorview?investorid=6594391351230464"
"3228","Jacob Sapochnick","5701688375640064","http://www.seed-db.com/investorgraph/investorview?investorid=5701688375640064"
"3229","Jacques-Antoine Granjon","6635756080594944","http://www.seed-db.com/investorgraph/investorview?investorid=6635756080594944"
"3230","Jade Wang","4946891053727744","http://www.seed-db.com/investorgraph/investorview?investorid=4946891053727744"
"3231","Jaffray Woodriff","6036860845424640","http://www.seed-db.com/investorgraph/investorview?investorid=6036860845424640"
"3232","Jaguar Land Rover","5753876338704384","http://www.seed-db.com/investorgraph/investorview?investorid=5753876338704384"
"3233","Jaime JÌ_menez","4874979162193920","http://www.seed-db.com/investorgraph/investorview?investorid=4874979162193920"
"3234","Jake Gibson","6243949001834496","http://www.seed-db.com/investorgraph/investorview?investorid=6243949001834496"
"3235","Jake Gibson","6751488269352960","http://www.seed-db.com/investorgraph/investorview?investorid=6751488269352960"
"3236","Jake Lodwick","5174061709656064","http://www.seed-db.com/investorgraph/investorview?investorid=5174061709656064"
"3237","Jake Nickell","6576602393608192","http://www.seed-db.com/investorgraph/investorview?investorid=6576602393608192"
"3238","Jake Winebaum","4992445221699584","http://www.seed-db.com/investorgraph/investorview?investorid=4992445221699584"
"3239","Jake Zeller","5175334693502976","http://www.seed-db.com/investorgraph/investorview?investorid=5175334693502976"
"3240","Jalin Somaiya","5545025379237888","http://www.seed-db.com/investorgraph/investorview?investorid=5545025379237888"
"3241","JamJar Investments","4980665841876992","http://www.seed-db.com/investorgraph/investorview?investorid=4980665841876992"
"3242","James Balmain","5552253272326144","http://www.seed-db.com/investorgraph/investorview?investorid=5552253272326144"
"3243","James Beshara","5742617098715136","http://www.seed-db.com/investorgraph/investorview?investorid=5742617098715136"
"3244","James Currier","5720393939681280","http://www.seed-db.com/investorgraph/investorview?investorid=5720393939681280"
"3245","James Currier","6189458378457088","http://www.seed-db.com/investorgraph/investorview?investorid=6189458378457088"
"3246","James Fitzgerald","6535666334695424","http://www.seed-db.com/investorgraph/investorview?investorid=6535666334695424"
"3247","James Hirsch","5446657030225920","http://www.seed-db.com/investorgraph/investorview?investorid=5446657030225920"
"3248","James Hirsch","6263271522828288","http://www.seed-db.com/investorgraph/investorview?investorid=6263271522828288"
"3249","James Hong","5688832297009152","http://www.seed-db.com/investorgraph/investorview?investorid=5688832297009152"
"3250","James Joaquin","6122434042265600","http://www.seed-db.com/investorgraph/investorview?investorid=6122434042265600"
"3251","James Levine","5192138757242880","http://www.seed-db.com/investorgraph/investorview?investorid=5192138757242880"
"3252","James Lindenbaum","5300395719000064","http://www.seed-db.com/investorgraph/investorview?investorid=5300395719000064"
"3253","James Lindenbaum","5654242408792064","http://www.seed-db.com/investorgraph/investorview?investorid=5654242408792064"
"3254","James Murray Wells","6511952138338304","http://www.seed-db.com/investorgraph/investorview?investorid=6511952138338304"
"3255","James Nahirny","4740377890258944","http://www.seed-db.com/investorgraph/investorview?investorid=4740377890258944"
"3256","James O'Reilly","4704568566874112","http://www.seed-db.com/investorgraph/investorview?investorid=4704568566874112"
"3257","James O.","4983808264765440","http://www.seed-db.com/investorgraph/investorview?investorid=4983808264765440"
"3258","James Pallotta","6363350019604480","http://www.seed-db.com/investorgraph/investorview?investorid=6363350019604480"
"3259","James Powell","4541654048440320","http://www.seed-db.com/investorgraph/investorview?investorid=4541654048440320"
"3260","James Sowers","5108992267255808","http://www.seed-db.com/investorgraph/investorview?investorid=5108992267255808"
"3261","James Stuart","4579827717767168","http://www.seed-db.com/investorgraph/investorview?investorid=4579827717767168"
"3262","Jameson Hsu","5217601902870528","http://www.seed-db.com/investorgraph/investorview?investorid=5217601902870528"
"3263","Jamie Curtis","4723119499509760","http://www.seed-db.com/investorgraph/investorview?investorid=4723119499509760"
"3264","Jamie Dewar","6008371148750848","http://www.seed-db.com/investorgraph/investorview?investorid=6008371148750848"
"3265","Jamie Lin","6376352504610816","http://www.seed-db.com/investorgraph/investorview?investorid=6376352504610816"
"3266","Jamie MacDonald","4550716525903872","http://www.seed-db.com/investorgraph/investorview?investorid=4550716525903872"
"3267","Jan-Joost Rueb","5553235880312832","http://www.seed-db.com/investorgraph/investorview?investorid=5553235880312832"
"3268","Jan-Maarten Mulder","6290908429418496","http://www.seed-db.com/investorgraph/investorview?investorid=6290908429418496"
"3269","Jane Smith","6181384615886848","http://www.seed-db.com/investorgraph/investorview?investorid=6181384615886848"
"3270","Janis Krums","6337838224244736","http://www.seed-db.com/investorgraph/investorview?investorid=6337838224244736"
"3271","Janneke Niessen","6543811668869120","http://www.seed-db.com/investorgraph/investorview?investorid=6543811668869120"
"3272","Jared Brubaker","6029700862312448","http://www.seed-db.com/investorgraph/investorview?investorid=6029700862312448"
"3273","Jared Friedman","5150602128523264","http://www.seed-db.com/investorgraph/investorview?investorid=5150602128523264"
"3274","Jared Hecht","4699793670537216","http://www.seed-db.com/investorgraph/investorview?investorid=4699793670537216"
"3275","Jared Heyman","5258414934458368","http://www.seed-db.com/investorgraph/investorview?investorid=5258414934458368"
"3276","Jared Kopf","4686438469730304","http://www.seed-db.com/investorgraph/investorview?investorid=4686438469730304"
"3277","Jared Leto","6699614195417088","http://www.seed-db.com/investorgraph/investorview?investorid=6699614195417088"
"3278","Jared Polis","6753062475530240","http://www.seed-db.com/investorgraph/investorview?investorid=6753062475530240"
"3279","Jared Slosberg","5095929073893376","http://www.seed-db.com/investorgraph/investorview?investorid=5095929073893376"
"3280","Jared Wandry","5141684597817344","http://www.seed-db.com/investorgraph/investorview?investorid=5141684597817344"
"3281","Jarl Mohn","6218467795533824","http://www.seed-db.com/investorgraph/investorview?investorid=6218467795533824"
"3282","Jarnac Capital Management","5253615560163328","http://www.seed-db.com/investorgraph/investorview?investorid=5253615560163328"
"3283","Jarr Capital (Jarrod Yuster)","6498749534699520","http://www.seed-db.com/investorgraph/investorview?investorid=6498749534699520"
"3284","Jarrod Yuster","4654826533158912","http://www.seed-db.com/investorgraph/investorview?investorid=4654826533158912"
"3285","Jascha Kaykas-Wolff","4841353104064512","http://www.seed-db.com/investorgraph/investorview?investorid=4841353104064512"
"3286","Jason Bailey","5190305879949312","http://www.seed-db.com/investorgraph/investorview?investorid=5190305879949312"
"3287","Jason Billingsley","6317337510674432","http://www.seed-db.com/investorgraph/investorview?investorid=6317337510674432"
"3288","Jason Blumer","4837143063035904","http://www.seed-db.com/investorgraph/investorview?investorid=4837143063035904"
"3289","Jason Calacanis","5458252246548480","http://www.seed-db.com/investorgraph/investorview?investorid=5458252246548480"
"3290","Jason Chicola","4616946255396864","http://www.seed-db.com/investorgraph/investorview?investorid=4616946255396864"
"3291","Jason Citron","4706892815269888","http://www.seed-db.com/investorgraph/investorview?investorid=4706892815269888"
"3292","Jason Evan Klein","5657517791117312","http://www.seed-db.com/investorgraph/investorview?investorid=5657517791117312"
"3293","Jason Fiedler","5168954590887936","http://www.seed-db.com/investorgraph/investorview?investorid=5168954590887936"
"3294","Jason Finger","5150695158185984","http://www.seed-db.com/investorgraph/investorview?investorid=5150695158185984"
"3295","Jason Finger","6262962775916544","http://www.seed-db.com/investorgraph/investorview?investorid=6262962775916544"
"3296","Jason Fried","6297894462160896","http://www.seed-db.com/investorgraph/investorview?investorid=6297894462160896"
"3297","Jason Goodrich","5682867522764800","http://www.seed-db.com/investorgraph/investorview?investorid=5682867522764800"
"3298","Jason Green","5200464270327808","http://www.seed-db.com/investorgraph/investorview?investorid=5200464270327808"
"3299","Jason Green","5707052773015552","http://www.seed-db.com/investorgraph/investorview?investorid=5707052773015552"
"3300","Jason Henrichs","5459494968492032","http://www.seed-db.com/investorgraph/investorview?investorid=5459494968492032"
"3301","Jason Henrichs","5919862878633984","http://www.seed-db.com/investorgraph/investorview?investorid=5919862878633984"
"3302","Jason Johnson","5118373293719552","http://www.seed-db.com/investorgraph/investorview?investorid=5118373293719552"
"3303","Jason Keck","5708055597547520","http://www.seed-db.com/investorgraph/investorview?investorid=5708055597547520"
"3304","Jason Kiefer","5939428165943296","http://www.seed-db.com/investorgraph/investorview?investorid=5939428165943296"
"3305","Jason Klein","6255509170552832","http://www.seed-db.com/investorgraph/investorview?investorid=6255509170552832"
"3306","Jason Kothari","5582511019130880","http://www.seed-db.com/investorgraph/investorview?investorid=5582511019130880"
"3307","Jason Mendelson","6307298561490944","http://www.seed-db.com/investorgraph/investorview?investorid=6307298561490944"
"3308","Jason Ostheimer","5484684981043200","http://www.seed-db.com/investorgraph/investorview?investorid=5484684981043200"
"3309","Jason Port","5686639766536192","http://www.seed-db.com/investorgraph/investorview?investorid=5686639766536192"
"3310","Jason Port","5854521485950976","http://www.seed-db.com/investorgraph/investorview?investorid=5854521485950976"
"3311","Jason Robins","5188625272668160","http://www.seed-db.com/investorgraph/investorview?investorid=5188625272668160"
"3312","Jason Rubinstein","4720600471830528","http://www.seed-db.com/investorgraph/investorview?investorid=4720600471830528"
"3313","Jason Sanders","5335426638282752","http://www.seed-db.com/investorgraph/investorview?investorid=5335426638282752"
"3314","Jason Seats","5069116398370816","http://www.seed-db.com/investorgraph/investorview?investorid=5069116398370816"
"3315","Jason van den Brand","5768320192086016","http://www.seed-db.com/investorgraph/investorview?investorid=5768320192086016"
"3316","Jaume Goma Llairo","5006473209839616","http://www.seed-db.com/investorgraph/investorview?investorid=5006473209839616"
"3317","Jaume GomÌÊ Llad—","5145696453787648","http://www.seed-db.com/investorgraph/investorview?investorid=5145696453787648"
"3318","Javelin Venture Partners","4646485610201088","http://www.seed-db.com/investorgraph/investorview?investorid=4646485610201088"
"3319","Javest Investment Fund","5127811958308864","http://www.seed-db.com/investorgraph/investorview?investorid=5127811958308864"
"3320","Javier Juncadella","5195848082259968","http://www.seed-db.com/investorgraph/investorview?investorid=5195848082259968"
"3321","Javier Juncadella","6665865680388096","http://www.seed-db.com/investorgraph/investorview?investorid=6665865680388096"
"3322","Jawed Karim","5084051073400832","http://www.seed-db.com/investorgraph/investorview?investorid=5084051073400832"
"3323","Jay Baer","6213543615528960","http://www.seed-db.com/investorgraph/investorview?investorid=6213543615528960"
"3324","Jay Batson","6595337053536256","http://www.seed-db.com/investorgraph/investorview?investorid=6595337053536256"
"3325","Jay Boberg","5997118334435328","http://www.seed-db.com/investorgraph/investorview?investorid=5997118334435328"
"3326","Jay Boberg","6291447028383744","http://www.seed-db.com/investorgraph/investorview?investorid=6291447028383744"
"3327","Jay Gould","5410188639076352","http://www.seed-db.com/investorgraph/investorview?investorid=5410188639076352"
"3328","Jay Jamison","5479249704124416","http://www.seed-db.com/investorgraph/investorview?investorid=5479249704124416"
"3329","Jay Levy","5309503465586688","http://www.seed-db.com/investorgraph/investorview?investorid=5309503465586688"
"3330","Jay Livingston","6605126621986816","http://www.seed-db.com/investorgraph/investorview?investorid=6605126621986816"
"3331","Jay Mandelbaum","4506012123922432","http://www.seed-db.com/investorgraph/investorview?investorid=4506012123922432"
"3332","Jay Meattle","5118712965234688","http://www.seed-db.com/investorgraph/investorview?investorid=5118712965234688"
"3333","Jay Silver","5840265562554368","http://www.seed-db.com/investorgraph/investorview?investorid=5840265562554368"
"3334","Jay Srinivasan","5127027136921600","http://www.seed-db.com/investorgraph/investorview?investorid=5127027136921600"
"3335","Jay Srinivasan","5245994660790272","http://www.seed-db.com/investorgraph/investorview?investorid=5245994660790272"
"3336","Jay Weintraub","4835775015288832","http://www.seed-db.com/investorgraph/investorview?investorid=4835775015288832"
"3337","Jayna Cooke","5706524995354624","http://www.seed-db.com/investorgraph/investorview?investorid=5706524995354624"
"3338","Jayna Cooke","6131510805528576","http://www.seed-db.com/investorgraph/investorview?investorid=6131510805528576"
"3339","Jean Hammond","5063956431372288","http://www.seed-db.com/investorgraph/investorview?investorid=5063956431372288"
"3340","Jean Henri Lhuillier","5939718080430080","http://www.seed-db.com/investorgraph/investorview?investorid=5939718080430080"
"3341","Jean Kovacs","5986787059040256","http://www.seed-db.com/investorgraph/investorview?investorid=5986787059040256"
"3342","Jean Marie Echemendia","6144044170215424","http://www.seed-db.com/investorgraph/investorview?investorid=6144044170215424"
"3343","Jean Pigozzi","4683574015950848","http://www.seed-db.com/investorgraph/investorview?investorid=4683574015950848"
"3344","Jean Pigozzi","5763597376421888","http://www.seed-db.com/investorgraph/investorview?investorid=5763597376421888"
"3345","Jean Rosauer","6436838428377088","http://www.seed-db.com/investorgraph/investorview?investorid=6436838428377088"
"3346","Jean-David Blanc","5911197886971904","http://www.seed-db.com/investorgraph/investorview?investorid=5911197886971904"
"3347","Jean-Denis Greze","6677772239896576","http://www.seed-db.com/investorgraph/investorview?investorid=6677772239896576"
"3348","Jean-Pierre Mondalek","5163553283637248","http://www.seed-db.com/investorgraph/investorview?investorid=5163553283637248"
"3349","Jed McCaleb","5105206446522368","http://www.seed-db.com/investorgraph/investorview?investorid=5105206446522368"
"3350","Jeff Arnold","4605504370245632","http://www.seed-db.com/investorgraph/investorview?investorid=4605504370245632"
"3351","Jeff Arnold","6049411410952192","http://www.seed-db.com/investorgraph/investorview?investorid=6049411410952192"
"3352","Jeff Ayeroff","5294634825678848","http://www.seed-db.com/investorgraph/investorview?investorid=5294634825678848"
"3353","Jeff Baetz","5265116962488320","http://www.seed-db.com/investorgraph/investorview?investorid=5265116962488320"
